,Agriculture_Out_Manure,Agriculture_Out_CropResidues,Agriculture_Out_Plegacy,Agriculture_Out_SlaughterhouseWaste,Agriculture_Out_GNF,Urban_Out_WWTP_Disposals,Urban_Out_WWTP_Releases,Urban_Out_MunicipalSolidWaste,Urban_Out_SepticSystems,Industrial_Out_Steel,Industrial_Out_Forestry,Industrial_Out_Chemicals,Industrial_Out_CatDogFood
,30583.2,32545.3,9179,3796.6,105.7,5491,900.6,1767,1445,6700,,,506
