,kgPin/year,Extraction kgPrec/year,Extraction EUR/kgPrec,Extraction EUR/year,EcoPhos kgPrec/year,EcoPhos EUR/kgPrec,EcoPhos EUR/year,AshDec depollution kgPrec/year,AshDec depollution EUR/kgPrec,AshDec depollution EUR/year,AshDec Rhenania kgPrec/year,AshDec Rhenania EUR/kgPrec,AshDec Rhenania EUR/year,PASCH kgPrec/year,PASCH EUR/kgPrec,PASCH EUR/year,LEACHPHOS kgPrec/year,LEACHPHOS EUR/kgPrec,LEACHPHOS EUR/year,RecoPhos kgPrec/year,RecoPhos EUR/kgPrec,RecoPhos EUR/year,Thermophos kgPrec/year,Thermophos EUR/kgPrec,Thermophos EUR/year
OFMSW,41000000.0,38540000.0,24.8,955792000.0,33620000.0,10.93,367466600.0,35260000.0,8.23,290189800.0,35260000.0,8.33,293715800.0,32390000.0,11.129999999999999,360500699.99999994,31980000.0,11.53,368729400.0,35670000.0,8.93,318533100.0,33210000.000000004,9.129999999999999,303207300.0
