,Number of animals,kgPin/year,Multiform kgPrec/year,Multiform EUR/kgPrec,Crystalactor kgPrec/year,Crystalactor EUR/kgPrec,Ostara Pearl 500 kgPrec/year,Ostara Pearl 500 EUR/kgPrec,Ostara Pearl 2K kgPrec/year,Ostara Pearl 2K EUR/kgPrec,Ostara Pearl 10K kgPrec/year,Ostara Pearl 10K EUR/kgPrec,Nuresys kgPrec/year,Nuresys EUR/kgPrec,MAPHEX kgPrec/year,MAPHEX EUR/kgPrec
19,3857.1786072998025,37167.7730599409,6690.199150789361,38.89345566855749,6690.199150789361,31.116324913668873,6690.199150789361,40.15631639789294,6690.199150789361,49.75155688411657,6690.199150789361,132.51050607779538,6690.199150789361,26.921789838735762,6690.199150789361,191.8664303646677
20,2735.3451899589177,26357.78625044413,4744.401525079943,44.30442153623857,4744.401525079943,42.43016612953455,4744.401525079943,51.4701541212261,4744.401525079943,65.00064251121779,4744.401525079943,181.7011048748961,4744.401525079943,33.71009247273566,4744.401525079943,194.81786629249376
21,1184.588081758482,11414.690755824735,2054.6443360484523,68.65967158944774,2054.6443360484523,93.35479559736058,2054.6443360484523,102.39476786884529,2054.6443360484523,133.63816538844364,2054.6443360484523,403.11246899497945,2054.6443360484523,64.26486072130717,2054.6443360484523,196.38627406984938
22,2214.318043994701,21337.16867193294,3840.690360947929,48.682026045956775,3840.690360947929,51.5833420208537,3840.690360947929,60.62332718700053,3840.690360947929,77.33752794769634,3840.690360947929,221.49750950869793,3840.690360947929,39.201996312200315,3840.690360947929,190.9378252852609
23,587.4640639668856,5660.803720384911,1018.9446696692839,112.3257496968986,1018.9446696692839,184.65662346104457,1018.9446696692839,193.6965675480607,1018.9446696692839,256.69711278216874,1018.9446696692839,800.0768154263509,1018.9446696692839,119.04594052883643,1018.9446696692839,208.2952044627905
24,1990.6860326208653,19182.25061033466,3452.8051098602386,51.26380771613641,3452.8051098602386,56.98161445219749,3452.8051098602386,66.02159795192159,3452.8051098602386,84.61345810911172,3452.8051098602386,244.96825196487652,3452.8051098602386,42.44095877115296,3452.8051098602386,191.64194755894627
25,1661.8945112395957,16014.015510304744,2882.522791854854,56.32138698752915,2882.522791854854,67.55655619318347,2882.522791854854,76.59653642847005,2882.522791854854,98.86663605576396,2882.522791854854,290.9462453411741,2882.522791854854,48.78592185708202,2882.522791854854,193.02128736023522
26,1964.7569179160257,18932.397661038827,3407.831578986989,51.60117611856822,3407.831578986989,57.68702132958358,3407.831578986989,66.72700461155173,3407.831578986989,85.56422360687407,3407.831578986989,248.03523744152923,3407.831578986989,42.86420276693103,3407.831578986989,191.73395712324586
27,3529.079194969217,34006.207122723376,6121.1172820902075,40.120054679889996,6121.1172820902075,33.681032729078005,6121.1172820902075,42.72102342158817,6121.1172820902075,53.20833591605362,6121.1172820902075,143.66140618081812,6121.1172820902075,28.4606140529529,6121.1172820902075,192.53548437084908
28,1282.4700341673724,12357.881249236802,2224.4186248626243,65.38086084300414,2224.4186248626243,86.49909828392792,2224.4186248626243,95.53907267173594,2224.4186248626243,124.3978805575571,2224.4186248626243,373.3050985727649,2224.4186248626243,60.15144360304155,2224.4186248626243,195.49205295718292
29,1400.149240449152,13491.83808096803,2428.530854574245,62.045779071946285,2428.530854574245,79.52574333725418,2428.530854574245,88.56571987770587,2428.530854574245,114.99901374821226,2428.530854574245,342.9861733813299,2428.530854574245,55.96743192662352,2428.530854574245,194.58248520143988
30,3358.641290210623,32363.867472469563,5825.496145044521,40.85181603627786,5825.496145044521,35.211079673844054,5825.496145044521,44.251069894035524,5825.496145044521,55.27057246587397,5825.496145044521,150.31378214798053,5825.496145044521,29.37864193642131,5825.496145044521,192.93462692887883
31,1326.5822631576364,12782.946687786985,2300.930403801657,64.06137145387954,2300.930403801657,83.7401650731788,2300.930403801657,92.78014031265724,2300.930403801657,120.67931955184235,2300.930403801657,361.30974048981403,2300.930403801657,58.496084187594334,2300.930403801657,195.1321922146944
32,498.4250256890318,4802.82354753951,864.5082385571119,127.8006416978515,864.5082385571119,217.01322581501276,864.5082385571119,226.05315991368948,864.5082385571119,300.3081720575815,864.5082385571119,940.75765179865,864.5082385571119,138.4598959482137,864.5082385571119,212.51562955395949
33,1262.7424843790996,12167.786579477004,2190.2015843058607,66.00078625741419,2190.2015843058607,87.79530636873716,2190.2015843058607,96.83528035641149,2190.2015843058607,126.14494308907635,2190.2015843058607,378.9407841583108,2190.2015843058607,60.92916821384689,2190.2015843058607,195.6611235247493
34,1231.6176417694355,11867.867596090282,2136.2161672962507,67.01924814588277,2136.2161672962507,89.92481824745143,2136.2161672962507,98.96479157775491,2136.2161672962507,129.01515386566965,2136.2161672962507,388.1995285989343,2136.2161672962507,62.20687494665293,2136.2161672962507,195.93888585796802
35,754.8647526117863,7273.876756167174,1309.2978161100912,93.11540757472599,1309.2978161100912,144.4895320789174,1309.2978161100912,153.52948856533615,1309.2978161100912,202.55887589240956,1309.2978161100912,625.437341588418,1309.2978161100912,94.9456931392017,1309.2978161100912,203.05602024765253
36,858.2226429662555,8269.833387622839,1488.570009772111,84.99640213782986,1488.570009772111,127.513424561322,1488.570009772111,136.5533862881897,1488.570009772111,179.6780423884296,1488.570009772111,551.6282012529988,1488.570009772111,84.76003177291383,1488.570009772111,200.84174603758996
37,2952.908711521206,28454.22834421834,5121.761101959301,42.93369055147738,5121.761101959301,39.56409136756207,5121.761101959301,48.60408024399817,5121.761101959301,61.137673372345354,5121.761101959301,169.23991410433985,5121.761101959301,31.990448146398897,5121.761101959301,194.0701948462604
38,1227.7446833331833,11830.547768598555,2129.49859834774,67.14959098740235,2129.49859834774,90.19735336385001,2129.49859834774,99.2373266100231,2129.49859834774,129.38248369177026,2129.49859834774,389.38446352183956,2129.49859834774,62.37039596601385,2129.49859834774,195.97443390565516
39,2419.797398708975,23317.167733959686,4197.090192112743,46.730485853183055,4197.090192112743,47.50284763087817,4197.090192112743,56.54283405665549,4197.090192112743,71.83773285897044,4197.090192112743,203.75623502893689,4197.090192112743,36.753700433993295,4197.090192112743,196.1411741017362
40,1823.8898469472165,17575.00256518338,3163.500461733008,53.60163838364249,3163.500461733008,61.869807356855425,3163.500461733008,70.90978934761611,3163.500461733008,91.20188999026519,3163.500461733008,266.22125803311354,3163.500461733008,45.37387360856966,3163.500461733008,192.2795377409934
41,1043.7979446151903,10058.036994311973,1810.446658976155,74.45418199820212,1810.446658976155,105.47059382848553,1810.446658976155,114.51056235987716,1810.446658976155,149.9681492676605,1810.446658976155,455.78983634729195,1810.446658976155,71.53433741592629,1810.446658976155,197.96659509041874
42,4223.973824621091,40702.21177404883,7326.398119328789,37.747781798383485,7326.398119328789,28.72082426382464,7326.398119328789,37.76081648752911,7326.398119328789,46.522839613626196,7326.398119328789,122.09528907621353,7326.398119328789,25.484489892517466,7326.398119328789,191.2415173445728
43,412.956680429856,3979.250572622093,716.2651030719767,148.93209036876755,716.2651030719767,261.1971775844995,716.2651030719767,270.23709804378666,716.2651030719767,359.8604364937994,716.2651030719767,1132.8617306251595,716.2651030719767,164.97025882627202,716.2651030719767,218.27875191875478
44,1060.3186480945378,10217.230493038966,1839.1014887470137,73.69454866946845,1839.1014887470137,103.88226910536997,1839.1014887470137,112.92223812707039,1839.1014887470137,147.82736443213832,1839.1014887470137,448.88407881334945,1839.1014887470137,70.58134287624223,1839.1014887470137,197.75942236440048
45,1849.4177438892816,17820.98938011712,3207.7780884210815,53.21650627840242,3207.7780884210815,61.064530888222755,3207.7780884210815,70.10451312756871,3207.7780884210815,90.11651769367955,3207.7780884210815,262.7200570763857,3207.7780884210815,44.89070787654122,3207.7780884210815,192.17450171229154
46,974.8999696099654,9394.136107161627,1690.9444992890926,77.89972976456033,1690.9444992890926,112.67492320026992,1690.9444992890926,121.71488950771706,1690.9444992890926,159.67832933648822,1690.9444992890926,487.11299785963945,1690.9444992890926,75.85693370463025,1690.9444992890926,198.90628993578918
47,3397.504076738204,32738.349283449337,5892.90287102088,40.678500043471644,5892.90287102088,34.848691577018,5892.90287102088,43.88868190907707,5892.90287102088,54.78213648614735,5892.90287102088,148.73818221337856,5892.90287102088,29.161209145446243,5892.90287102088,192.8400909328027
48,2789.74206131402,26881.954502821893,4838.751810507941,43.94165598204028,4838.751810507941,41.67165610024399,4838.751810507941,50.711644326084226,4838.751810507941,63.97830322211352,4838.751810507941,178.4032362003662,4838.751810507941,33.254986595650536,4838.751810507941,194.61999417202196
49,1884.858153164736,18162.493163895397,3269.2487695011714,52.69912185735207,3269.2487695011714,59.9827267648057,3269.2487695011714,69.02270933809977,3269.2487695011714,88.65843432526492,3269.2487695011714,258.01656233956425,3269.2487695011714,44.24162560285986,3269.2487695011714,192.03339687018692
50,2190.8031256398044,21110.578918665156,3799.904205359728,48.928702919737,3799.904205359728,52.09912109797652,3799.904205359728,61.139106104904634,3799.904205359728,78.03270822834972,3799.904205359728,223.7400265430636,3799.904205359728,39.51146366294278,3799.904205359728,191.00510079629188
51,1400.8996683649193,13499.069204364363,2429.8324567855852,62.02630952116273,2429.8324567855852,79.48503426395821,2429.8324567855852,88.52501081697662,2429.8324567855852,114.94414501418586,2429.8324567855852,342.8091774651157,2429.8324567855852,55.943006490185965,2429.8324567855852,194.57717532395347
52,2020.4603870279752,19469.15628940157,3504.4481320922823,50.88708868921451,3504.4481320922823,56.19392897093303,3504.4481320922823,65.23391271381215,3504.4481320922823,83.55179539687722,3504.4481320922823,241.54353353831368,3504.4481320922823,41.96834762828729,3504.4481320922823,191.53920600614939
53,1142.5525145962874,11009.636030649826,1981.7344855169686,70.24019776858984,1981.7344855169686,96.6595331739064,1981.7344855169686,105.6995044252333,1981.7344855169686,138.09237552966226,1981.7344855169686,417.48088880536216,1981.7344855169686,66.24770265513997,1981.7344855169686,196.81732666416084
54,1956.3023066843955,18850.929027210834,3393.16722489795,51.71311401987123,3393.16722489795,57.92107337728617,3393.16722489795,66.96105658700348,3393.16722489795,85.87968496509166,3393.16722489795,249.0528547261021,3393.16722489795,43.004633952202084,3393.16722489795,191.76448564178304
55,3524.2904224441486,33960.062510671814,6112.811251920926,40.139648513934226,6112.811251920926,33.72200166745378,6112.811251920926,42.76199234731702,6112.811251920926,53.26355490290554,6112.811251920926,143.8395319448566,6112.811251920926,28.48519540839021,6112.811251920926,192.54617191669138
56,2589.425583345869,24951.704921120796,4491.306885801743,45.35282002634828,4491.306885801743,44.62227274009388,4491.306885801743,53.662260055091856,4491.306885801743,67.95522007425424,4491.306885801743,191.2320002395298,4491.306885801743,35.02535603305511,4491.306885801743,195.3897200143718
57,674.6605004845603,6501.028582669223,1170.1851448804603,101.12981236424538,1170.1851448804603,161.24692908448287,1170.1851448804603,170.28688039796762,1170.1851448804603,225.14492575378242,1170.1851448804603,698.2955669476853,1170.1851448804603,105.00012823878058,1170.1851448804603,205.24176700843054
58,3472.7608125478478,33463.52318971106,6023.43417414799,40.35390728242592,6023.43417414799,34.16999741259436,6023.43417414799,43.209987954163296,6023.43417414799,53.86737506865487,6023.43417414799,145.78733893114477,6023.43417414799,28.75399277249798,6023.43417414799,192.6630403358687
59,2434.5322111985693,23459.152387109414,4222.647429679694,46.60320051097798,4222.647429679694,47.23670546956519,4222.647429679694,56.276691977499404,4222.647429679694,71.47901962184702,4222.647429679694,202.59909555434524,4222.647429679694,36.59401518649964,4222.647429679694,196.0717457332607
60,3778.523702850166,36409.854400664204,6553.773792119557,39.168094674841385,6553.773792119557,31.69057028589309,6553.773792119557,40.730561592850165,6553.773792119557,50.52553953818935,6553.773792119557,135.00722431673984,6553.773792119557,27.266336955710095,6553.773792119557,192.01623345900438
61,319.02224177883085,3074.098321780814,553.3376979205465,185.21713798186693,553.3376979205465,337.06593692314715,553.3376979205465,346.1058339620854,553.3376979205465,462.1182979488977,553.3376979205465,1462.7257998351538,553.3376979205465,210.49150037725124,553.3376979205465,228.1746739950546
62,1261.174243682845,12152.675012127893,2187.4815021830204,66.05089934322808,2187.4815021830204,87.90008830778466,2187.4815021830204,96.94006226311325,2187.4815021830204,126.28617087637005,2187.4815021830204,379.3963576657098,2187.4815021830204,60.99203735786795,2187.4815021830204,195.67479072997128
63,1912.770455194332,18431.456106252586,3317.6620991254654,52.305134360436384,3317.6620991254654,59.15893447149916,3317.6620991254654,68.19891729909426,3317.6620991254654,87.54810592486618,3317.6620991254654,254.43485782214893,3317.6620991254654,43.74735037945655,3317.6620991254654,191.92594573466445
64,352.9183378844312,3400.721103854379,612.1297986937882,169.89628990144135,612.1297986937882,305.03142650243717,612.1297986937882,314.0713334302865,612.1297986937882,418.9413624495165,612.1297986937882,1323.4453627403757,612.1297986937882,191.27080005817186,612.1297986937882,223.99626088221126
65,2163.2970291604915,20845.530172990497,3752.195431138289,49.22405345874621,3752.195431138289,52.71667241563113,3752.195431138289,61.7566572319239,3752.195431138289,78.86505974737568,3752.195431138289,226.4250314431474,3752.195431138289,39.88199433915434,3752.195431138289,191.0856509432944
66,2716.85416708771,26179.606754057175,4712.329215730291,44.43104400582108,4712.329215730291,42.69492228402702,4712.329215730291,51.73491019398953,4712.329215730291,65.3574876527685,4712.329215730291,182.85221823473708,4712.329215730291,33.868946116393715,4712.329215730291,194.8869330940842
67,718.016974192549,6918.811563319403,1245.3860813974925,96.57508623086025,1245.3860813974925,151.72340786571797,1245.3860813974925,160.76336211907142,1245.3860813974925,212.30887937787884,1245.3860813974925,656.8889657350932,1245.3860813974925,99.28601727144286,1245.3860813974925,203.99956897205277
68,2626.546406823511,25309.401176151354,4555.692211707244,45.07506789482656,4555.692211707244,44.04151810399936,4555.692211707244,53.081505598273715,4555.692211707244,67.17246406723848,4555.692211707244,188.70698086205962,4555.692211707244,34.676903358964225,4555.692211707244,195.23821885172356
69,1205.1052760013908,11612.394439549404,2090.2309991188927,67.92827330901133,2090.2309991188927,91.82550781163646,2090.2309991188927,100.8654805552055,2090.2309991188927,131.57695205266828,2090.2309991188927,396.4633937182848,2090.2309991188927,63.3472883331233,2090.2309991188927,196.18680181154852
70,933.5922364677492,8996.094790603232,1619.2970623085819,80.20935962541739,1619.2970623085819,117.50415076373213,1619.2970623085819,126.54411558041821,1619.2970623085819,166.1872862170854,1619.2970623085819,508.10963295833994,1619.2970623085819,78.75446934825092,1619.2970623085819,199.53618898875018
71,3171.64594210634,30561.980298136696,5501.156453664605,41.74514371718355,5501.156453664605,37.07894721961293,5501.156453664605,46.11893686320199,5501.156453664605,57.788132293880935,5501.156453664605,158.43494288348688,5501.156453664605,30.499362117921187,5501.156453664605,193.4218965730092
72,2223.121160938525,21421.995506803625,3855.9591912246524,48.59102180091457,3855.9591912246524,51.39306035884453,3855.9591912246524,60.43304558373046,3855.9591912246524,77.08106143894105,3855.9591912246524,220.67019819013242,3855.9591912246524,39.08782735023827,3855.9591912246524,190.91300594570396
73,3908.815184399981,37665.34311687822,6779.761761038079,38.71916631009251,6779.761761038079,30.751901597109864,6779.761761038079,39.79189319382979,6779.761761038079,49.26037778298798,6779.761761038079,130.92605736447734,6779.761761038079,26.703135916297875,6779.761761038079,191.77136344186863
74,4879.505145949128,47018.9115863658,8463.404085545844,46.55847373411042,8463.404085545844,25.336592908168328,8463.404085545844,34.37658617656999,8463.404085545844,41.9614857162465,8463.404085545844,107.38124424595645,8463.404085545844,23.45395170594199,8463.404085545844,193.20301198213608
75,2030.8518383376584,19569.288314221678,3522.471896559902,50.75821153490625,3522.471896559902,55.92445847419505,3522.471896559902,64.96444230025853,3522.471896559902,83.18859614382669,3522.471896559902,240.37192304460223,3522.471896559902,41.80666538015511,3522.471896559902,191.50405769133806
76,946.9014993287266,9124.34284753161,1642.3817125556898,79.44319820719963,1642.3817125556898,115.90217639475443,1642.3817125556898,124.94214170596288,1642.3817125556898,164.02810403847167,1642.3817125556898,501.1445291563603,1642.3817125556898,77.79328502357772,1642.3817125556898,199.32723587469079
77,2252.969392845329,21709.61306945759,3907.7303525023663,48.28775246691154,3907.7303525023663,50.75895155563708,3907.7303525023663,59.79893697626958,3907.7303525023663,76.2263933158416,3907.7303525023663,217.91320424465033,3907.7303525023663,38.707362185761745,3907.7303525023663,190.8302961273395
78,597.719963023992,5759.629563699187,1036.7333214658536,110.83939320958503,1036.7333214658536,181.54878621001336,1036.7333214658536,190.58873125640503,1036.7333214658536,252.50828995428503,1036.7333214658536,786.5644837235002,1036.7333214658536,117.18123875384302,1036.7333214658536,207.889834511705
79,1568.7139019085018,15116.127158790325,2720.902888582258,58.14027792397705,2720.902888582258,71.35969296158595,2720.902888582258,80.3996720228611,2720.902888582258,103.99260142211713,2720.902888582258,307.48161749070044,2720.902888582258,51.06780321371666,2720.902888582258,193.517348524721
80,2474.7894295666306,23847.070943304054,4292.472769794729,46.26316967946227,4292.472769794729,46.52573169328518,4292.472769794729,55.56571842069385,4292.472769794729,70.52075091484822,4292.472769794729,199.50790617692977,4292.472769794729,36.167431052416305,4292.472769794729,195.88627437061578
81,607.068499213213,5849.71205841852,1052.9481705153337,109.52829125061386,1052.9481705153337,178.80739035863513,1052.9481705153337,187.8473362512835,1052.9481705153337,248.81336625172995,1052.9481705153337,774.6453750055806,1052.9481705153337,115.53640175077011,1052.9481705153337,207.5322612501674
82,1112.1952650032854,10717.113573571658,1929.0804432428984,71.45591765441291,1929.0804432428984,99.20149371986476,1929.0804432428984,108.24146418649974,1929.0804432428984,141.51849520789094,1929.0804432428984,428.5328877673901,1929.0804432428984,67.77287851189983,1929.0804432428984,197.1488866330217
83,2465.201813196364,23754.684671960167,4275.84324095283,46.34314357092545,4275.84324095283,46.69294988160042,4275.84324095283,55.73293655738957,4275.84324095283,70.74613188169897,4275.84324095283,200.23494155386769,4275.84324095283,36.267761934433736,4275.84324095283,195.92989649323204
84,539.7116867623581,5200.661813642083,936.1191264555749,119.99018531430387,936.1191264555749,200.6822665172095,936.1191264555749,209.7222056571808,936.1191264555749,278.2968858857654,936.1191264555749,869.7535028573079,936.1191264555749,128.66132339430848,936.1191264555749,210.38550508571922
85,1858.429604031095,17907.827664443634,3223.408979599854,53.08307377946116,3223.408979599854,60.78553557703914,3223.408979599854,69.82551790250972,3223.408979599854,89.74048065120874,3223.408979599854,261.5070343587379,3223.408979599854,44.72331074150582,3223.408979599854,192.13811103076213
86,4053.469364424924,39059.23079559857,7030.6615432077415,38.25455768526281,7030.6615432077415,29.780446899854923,7030.6615432077415,38.820438796458596,7030.6615432077415,47.95102620392245,7030.6615432077415,126.70234259329825,7030.6615432077415,26.120263277875157,7030.6615432077415,191.51794055559787
87,3916.693708542491,37741.26057551544,6793.42690359278,38.6929779421163,6793.42690359278,30.697144083528933,6793.42690359278,39.73713569715226,6793.42690359278,49.18657420050957,6793.42690359278,130.68798129196634,6793.42690359278,26.670281418291353,6793.42690359278,191.75707887751796
88,671.5861717124458,6471.404350621127,1164.8527831118029,101.47510839950368,1164.8527831118029,161.9689119265322,1164.8527831118029,171.00886301714405,1164.8527831118029,226.11803276223762,1164.8527831118029,701.4346218136699,1164.8527831118029,105.43331781028644,1164.8527831118029,205.33593865441009
89,375.3513125987411,3616.8852482014695,651.0393446762645,161.2783588680834,651.0393446762645,287.0121105974787,651.0393446762645,296.0520230878107,651.0393446762645,394.65446590096224,651.0393446762645,1245.1005351643944,651.0393446762645,180.45921385268642,651.0393446762645,221.64591605493183
90,541.468921381339,5217.594526430583,939.1670147575048,119.68418441319635,939.1670147575048,200.04244625374773,939.1670147575048,209.0823855912287,939.1670147575048,277.4345197099169,939.1670147575048,866.9716764836031,939.1670147575048,128.27743135473722,939.1670147575048,210.3020502945081
91,4432.531035894764,42711.869061881946,7688.13643113875,37.18091565496407,7688.13643113875,27.535558325334055,7688.13643113875,36.57555091492486,7688.13643113875,44.925307754898725,7688.13643113875,116.94196049967331,7688.13643113875,24.773330548954917,7688.13643113875,190.9323176299804
92,1606.0515092624075,15475.912343252558,2785.66422178546,57.38610388124458,2785.66422178546,69.78278311272389,2785.66422178546,78.82276266078412,2785.66422178546,101.8672018471438,2785.66422178546,300.62548982949613,2785.66422178546,50.12165759647047,2785.66422178546,193.31166469488488
93,2694.034403120559,25959.715508469708,4672.748791524547,44.58970493553157,4672.748791524547,43.02666796673919,4672.748791524547,52.06665577429328,4672.748791524547,65.80462300013443,4672.748791524547,184.29459032301426,4672.748791524547,34.06799346457597,4672.748791524547,194.97347541938083
94,2826.573328972972,27236.86059798356,4902.634907637041,43.703960640076104,4902.634907637041,41.17465659544281,4902.634907637041,50.21464497470458,4902.634907637041,63.30843453112356,4902.634907637041,176.24236945523728,4902.634907637041,32.95678698482275,4902.634907637041,194.49034216731422
95,1019.5930483473572,9824.798613875137,1768.4637504975246,75.611594673585,1768.4637504975246,107.8906392604343,1768.4637504975246,116.93060704476866,1768.4637504975246,153.22994862555774,1768.4637504975246,466.3117697598637,1768.4637504975246,72.9863642268612,1768.4637504975246,198.2822530927959
96,2573.4296245273617,24797.567861945656,4463.5622151502175,45.474978292038855,4463.5622151502175,44.8776946472036,4463.5622151502175,53.91768188335397,4463.5622151502175,68.29948427756405,4463.5622151502175,192.34252992762595,4463.5622151502175,35.17860913001238,4463.5622151502175,195.45635179565755
97,878.9902837410194,8469.950374128462,1524.591067343123,83.59542376342361,1524.591067343123,124.58410523784107,1524.591067343123,133.62406786897665,1524.591067343123,175.72983060601197,1524.591067343123,538.892034212942,1524.591067343123,83.002440721386,1524.591067343123,200.45966102638823
98,3537.933032813885,34091.5227041946,6136.474086755027,40.08396783916609,6136.474086755027,33.605578402453794,6136.474086755027,42.645569118256375,6136.474086755027,53.10663663764989,6136.474086755027,143.333343992419,6136.474086755027,28.41534147095382,6136.474086755027,192.51580063954512
99,3532.204210705065,34036.319774354015,6126.5375593837225,40.107296952675384,6126.5375593837225,33.65435747303111,6126.5375593837225,42.69434817377581,6126.5375593837225,53.17238232117609,6126.5375593837225,143.54542684250353,6126.5375593837225,28.444608904265486,6126.5375593837225,192.5285256105502
100,1078.5671848638196,10393.073393347768,1870.753210802598,72.8825173946337,1870.753210802598,102.18438500658624,1870.753210802598,111.22435455241592,1870.753210802598,145.53891265760404,1870.753210802598,441.5019763148518,1870.753210802598,69.56261273144955,1870.753210802598,197.53795928944555
