ID_WSER,Owner Name,System Name,City,Province,Latitude,Longitude,System status,CDUID,CDNAME,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019,Units,kgPin/year,Crystalactor kgPrec/year,Crystalactor EUR/kgPrec,Crystalactor EUR/year,Ostara Pearl kgPrec/year,Ostara Pearl EUR/kgPrec,Ostara Pearl EUR/year,P RoC kgPrec/year,P RoC EUR/kgPrec,P RoC EUR/year,REMNUT kgPrec/year,REMNUT EUR/kgPrec,REMNUT EUR/year,AirPrex kgPrec/year,AirPrex EUR/kgPrec,AirPrex EUR/year,PRISA kgPrec/year,PRISA EUR/kgPrec,PRISA EUR/year
23408,Township of Assiginack,Assiginack Wastewater Treatment Lagoon & Collection System,Manitowaning,ON,45.7524,-81.8168,operational,3551.0,Manitoulin,91.534,82.656,117.203,54.443,84.901,66.185,90.809,thousand m3,41.10281440714427,15.619069474714824,252.2164254351606,3939.3858715360043,8.220562881428854,1118.3102706811358,9193.139901082,11.097759889928954,21.70329286194728,240.85793300269987,19.318322771357806,49.302336617275124,952.4384521546539,6.165422161071641,729.4712371180922,4497.498131192231,7.398506593285969,1059.0838348764073,7835.638735175688
23414,Township of Wellington North,"Arthur Wastewater Treatment Plant, Lagoon & Collection System",Arthur,ON,43.8312,-80.5481,operational,3523.0,Wellington,714.367,654.617,564.271,501.266,577.4606,529.2875,400.645,thousand m3,181.34366723728172,68.91059355016705,137.23810871212018,9457.159529054554,36.26873344745635,432.51241664219106,15686.67755191081,48.96279015406607,15.656938558323812,766.6073970863146,85.2315236015224,45.101361516377565,3844.0577585439282,27.201550085592256,290.6277337425663,7905.5248556605875,32.64186010271071,454.45487231342474,14834.252365050068
23415,Township of Mapleton,Drayton Wastewater Treatment System & Lagoon,Drayton,ON,43.7469,-80.6908,operational,3523.0,Wellington,237.0478,262.355,352.03270000000003,277.4486,322.86920000000003,289.6519,191.6092,thousand m3,86.72793870983479,32.95661670973722,185.70154025173593,6120.094484484299,17.34558774196696,693.4550836690805,12028.385998895075,23.416543451655393,18.415452241290087,431.226237590054,40.762131193622345,47.14224436141861,1921.6183494219488,13.009190806475218,459.145090066639,5973.106084533156,15.611028967770261,691.968754562742,10802.344272270875
23416,Township of Meaford,Meaford Wastewater Treatment Plant,Meaford,ON,44.6018,-80.5734,operational,3542.0,Grey,1012.577,971.407,805.759,1016.222,1146.013,1025.938,1073.343,thousand m3,485.82649433654655,184.6140678478877,91.62276966270842,16914.852214922637,97.16529886730932,230.19301809329025,22366.773400202488,131.1731534708676,12.605251381198132,1653.4705739647682,228.33845233817686,42.51194003311646,9707.110593055197,72.87397415048198,157.75756659406176,11496.420830018596,87.44876898057838,259.1450080084424,22661.911937800414
23417,Town of Saugeen Shores,Port Elgin Wastewater System,Port Elgin,ON,44.4382,-81.3714,operational,3541.0,Bruce,1466.972,1421.175,1007.104,937.8352,1124.1266,1442.346,1522.936,thousand m3,689.3254607137911,261.94367507124065,79.37920313545335,20792.8801935272,137.86509214275824,184.01301760346422,25368.971627368588,186.11787439272362,11.671428762874212,2172.2615124722442,323.9829665354818,41.62884265227989,13487.035935924434,103.39881910706866,126.99466050930386,13131.097929565105,124.0785829284824,212.292800566202,26340.98986017327
23418,Town of Shelburne,Shelburne Wastewater Treatment Plant,Shelburne,ON,44.0846,-80.192,operational,3522.0,Dufferin,786.0954,833.5296000000001,764.8166,823.5693,930.3435,905.2762,894.1424000000001,thousand m3,404.7150516001559,153.79171960805925,98.7482640871355,15186.66534227133,80.94301032003119,258.74056602912947,20943.24030630654,109.2730639320421,13.122135427205377,1433.8959434619278,190.21607425207327,42.980437787097685,8175.570145497189,60.70725774002338,176.6753412083522,10725.47547504201,72.84870928802806,287.5821958215287,20949.991779815304
23419,Town of Saugeen Shores,Southampton Wastewater Treatment Plant & Collection System,Southampton,ON,44.5016,-81.3541,operational,3541.0,Bruce,686.101,665.436,531.015,644.9250000000001,802.562,747.578,771.626,thousand m3,349.2605388202392,132.7190047516909,104.89853015460903,13922.028522034949,69.85210776404784,284.3311354602711,19861.129114844945,94.30034548146459,13.554530516130917,1278.1969105102,164.15245324551242,43.36215175261087,7118.00358819527,52.38908082303588,193.57792821825893,10141.369726982206,62.86689698764306,312.7821080616056,19663.640567086797
23420,Township of Wellington North,Mount Forest Wastewater Treatment Plant,Mount Forest,ON,43.9675,-80.7447,operational,3523.0,Wellington,881.562,841.547,699.312,767.5219,922.8409,819.6904,751.6654000000001,thousand m3,340.2257863479596,129.28579881222467,106.03180219686968,13708.406246522094,68.04515726959193,289.1406060590407,19674.61801231255,91.8609623139491,13.632910518105284,1252.33227933311,159.90611958354103,43.43039332807729,6944.785669079749,51.033867952193944,196.74914748675934,10040.870012546007,61.24064154263273,317.48982352230456,19443.28047576318
23421,Town of South Bruce Peninsula,Wiarton Wastewater Treatment Lagoon,Wiarton,ON,44.7336,-81.1329,operational,3542.0,Grey,638.4590000000001,579.646,548.385,506.407,673.838,562.606,601.748,thousand m3,272.3687780271807,103.50013565032867,116.15721847251078,12022.28786866973,54.473755605436146,333.37991048913875,18160.455767747524,73.5395700673388,14.31669467465714,1052.843571159645,128.01332567277493,44.01395112174377,5634.372259093383,40.855316704077104,225.84527024810896,9226.980042104375,49.02638004489253,360.4105164439351,17669.62295135635
23422,Township of East Luther-Grand Valley,Grand Valley Wastewater Treatment Plant & Collection System,Grand Valley,ON,43.8878,-80.3086,operational,3522.0,Dufferin,297.52200000000005,281.56100000000004,256.872,226.626,289.5153,261.9071,251.6846,thousand m3,113.91982515980071,43.28953356072427,166.0561593000166,7188.493680983044,22.783965031960143,582.3935462424525,13269.234192427302,30.758352793146194,17.343051983743006,533.4437114258413,53.54231782510633,46.37712661542038,2483.1388530580357,17.087973773970106,387.7188961644305,6625.330329330426,20.505568528764126,592.3460844299657,12146.393227023762
23424,Corporation of the City of London,Southland Pollution Control Plant,London,ON,42.9086,-81.2861,decommissioned,3539.0,Middlesex,104.408,102.901,94.954,85.26,52.309,13.458,,thousand m3,,,,,,,,,,,,,,,,,,,
23425,Corporation of the Town of Thessalon,Thessalon Wastewater Treatment Lagoon,Thessalon,ON,46.2605,-83.5361,operational,3557.0,Algoma,178.984,476.729,378.858,397.945,487.444,407.908,487.953,thousand m3,220.86182645342717,83.92749405230232,126.58179083235255,10623.692497212045,44.172365290685434,381.2438880764878,16840.444288955812,59.63269314242534,14.99238854529498,894.0365055935882,103.80505843311076,44.57101832242938,4626.697161383032,33.129273968014076,257.18979418381684,8520.51115329282,39.75512876161689,406.1517723622645,16146.616007020737
23426,The Corporation of the Town of Parry Sound,Parry Sound WWTP,Parry Sound,ON,45.3351,-80.0238,operational,3549.0,Parry Sound,1704.65,1823.008,1421.685,1172.8897,1787.6890000000003,1548.0990000000002,1708.905,thousand m3,773.500479626919,293.9301822582292,75.71673269126622,22255.4330399415,154.7000959253838,170.93277218893516,26443.316254420046,208.84512949926813,11.37931303830198,2376.5141050968873,363.5452254246519,41.34206456816072,15029.710182952504,116.02507194403783,118.23960644744064,13718.75884469902,139.23008633284542,198.79918232323715,27678.827317763386
23427,Township of North Dundas,Chesterville Wastewater Treatment Lagoon,Chesterville,ON,45.1013,-75.2165,operational,3501.0,"Stormont, Dundas and Glengarry",339.408,360.278,179.735,293.208,474.236,238.856,341.201,thousand m3,154.43757092944568,58.68627695318936,146.57907996861667,8602.180482581929,30.887514185889138,479.3339788105292,14805.435070288904,41.698144150950334,16.220032583411104,676.3452567961875,72.58565833683947,45.53806979928827,3305.410775770287,23.165635639416852,321.05667460611767,7437.481943528139,27.79876276730022,498.02132578888023,13844.376688661418
23428,Township of North Dundas,Winchester Wastewater Treatment Lagoon,Winchester,ON,45.0607,-75.3012,operational,3501.0,"Stormont, Dundas and Glengarry",585.197,509.244,365.968,520.275,755.888,420.203,558.051,thousand m3,252.59023535906428,95.98428943644443,119.80361348688496,11499.264712457083,50.51804707181286,349.85937431610296,17674.212340215883,68.19936354694735,14.55612348872321,992.7183576416938,118.71741061876021,44.2134905433857,5248.911111727792,37.88853530385964,236.65205167955313,8966.399614791564,45.46624236463157,376.23543016527697,17106.0112540559
23429,Township of North Stormont,Crysler Wastewater Treatment Lagoon,Crysler,ON,45.2321,-75.1433,operational,3501.0,"Stormont, Dundas and Glengarry",177.888,228.26,180.316,203.083,284.887,285.033,255.892,thousand m3,115.82421769068002,44.01320272245841,164.93125436664036,7259.152733708296,23.164843538136004,576.2467800063864,13348.66649820262,31.272538776483607,17.279911399906524,540.3866993077779,54.437382314619605,46.331017025790096,2522.1392868580856,17.373632653602,383.75401019214706,6667.201202425002,20.8483591843224,586.7748410885555,12233.292647337903
23430,Township of North Stormont,Moose Creek Wastewater Treatment Lagoon,Moose Creek,ON,45.2623,-74.9866,operational,3501.0,"Stormont, Dundas and Glengarry",68.70700000000001,117.945,81.483,90.414,90.75,91.32,117.485,thousand m3,53.17715370308389,20.20731840717188,226.94123807564554,4585.873857512368,10.635430740616778,948.3661745985555,10086.282766686616,14.35783149983265,20.507742448497392,294.44671051749106,24.993262240449425,48.546317384412085,1213.3308411967,7.976573055462583,621.8118368772746,4959.927543602963,9.5718876665551,914.4791926909692,8753.292105839952
23431,Township of Leeds and the Thousand Islands,Leeds and Lansdowne Wastewater Treatment Lagoon,Lansdowne,ON,44.409,-76.0109,operational,3507.0,Leeds and Grenville,78.72200000000001,74.07900000000001,45.083,25.133,80.565,40.97,70.767,thousand m3,32.031217909572604,12.17186280563759,279.36731295204555,3400.4206056319194,6.406243581914521,1311.8165409457042,8403.816296082725,8.648428835584603,22.9272102995218,198.28434667389664,15.054672417499123,50.04554107445103,753.4192268323574,4.80468268643589,851.4379420722814,4090.889138849295,5.765619223723069,1220.844246773619,7038.923058369688
23432,Separated Town of Prescott,Prescott Wastewater Treatment Plant,Prescott,ON,44.7287,-75.4805,operational,3507.0,Leeds and Grenville,1241.756,1216.3188,1169.434,1233.86,1491.35,1295.494,1216.3490000000002,thousand m3,550.5552004902106,209.21097618628002,87.04269909245163,18210.288047020436,110.11104009804212,212.48464694390864,23396.905479859048,148.64990413235688,12.263125780043053,1822.912471566434,258.760944230399,42.19410157278845,10918.185563928102,82.58328007353158,145.98626609378937,12056.024699712514,99.09993608823791,241.3129523427352,23914.09815442906
23444,Township of Chapleau,Chapleau Wastewater Treatment Lagoon,Chapleau,ON,47.8475,-83.3863,operational,3552.0,Sudbury,604.8867,589.7476,512.456,505.601,600.179,808.565,1009.513,thousand m3,456.93516590425435,173.63536304361665,93.95509304774188,16313.926691141445,91.38703318085088,239.40497933600582,21878.51079024048,123.37249479414868,12.776425466525849,1576.2594843567888,214.75952797499954,42.66861255083619,9163.491090765721,68.54027488563815,163.86971497841938,11231.67531005204,82.24832986276579,268.36137991522145,22072.27529769414
23445,Town of Englehart,Englehart Wastewater Treatment Lagoon,Englehart,ON,47.8305,-79.8782,operational,3554.0,Timiskaming,541.5811,578.424,517.36,518.2816,497.519,503.4841,517.9851,thousand m3,234.4552349543114,89.09298928263834,123.51967290385707,11004.736894218331,46.891046990862286,366.9456588037592,17206.46613005999,63.30291343766408,14.79667682526724,936.6727522349822,110.19396042852635,44.41157755318519,4893.887619464118,35.16828524314671,247.8399886269388,8716.107414690421,42.20194229177605,392.55721698328546,16566.677017348822
23446,Township of Fauquier-Strickland,Fauquier Sewage Treatment Lagoon,Fauquier,ON,49.3459,-82.1404,operational,3556.0,Cochrane,74.2973,131.615,135.927,174.75,182.813,78.70700000000001,141.542,thousand m3,64.06605685357194,24.345101604357335,210.25349710841243,5118.642749775752,12.813211370714388,841.779209652551,10785.894940751037,17.297835350464425,19.684265545226165,340.495184396142,30.11104672117881,48.00672907870358,1445.5328622198167,9.60990852803579,553.9865016475978,5323.759606599963,11.531890233642947,822.3546860524553,9483.303972678821
23447,Foleyet Local Services Board,Foleyet Wastewater Treatment Lagoon,Foleyet,ON,48.2702,-82.4439,operational,3552.0,Sudbury,112.1729,55.433,85.613,85.613,85.612,85.936,88.273,thousand m3,39.954946493870054,15.18287966767062,255.1624591447451,3874.1009129015856,7.990989298774011,1138.7672213577102,9099.876679664078,10.787835553344916,21.83895494058182,235.5950545559062,18.778824852118923,49.386194554947686,927.4146976600318,5.993241974080508,742.3945868262751,4449.350399097389,7.191890368896609,1076.3212460288116,7740.784403153408
23448,City of Temiskaming Shores,North Cobalt Wastewater Lagoon,Haileybury,ON,47.4261,-79.6263,operational,3554.0,Timiskaming,163.7856,169.95929999999998,162.97160000000002,166.091,189.8145,157.97,205.462,thousand m3,92.99812192316483,35.339286330802636,180.46221885703957,6377.406024080892,18.599624384632968,663.1574271452404,12334.479052781073,25.109492919254507,18.13481187884092,455.35593046376863,43.70911730388747,46.94521641513975,2051.933971145727,13.949718288474724,439.69805975036064,6133.6640655064575,16.73966194616967,664.9773409483955,11131.49588933895
23449,City of Temiskaming Shores,Haileybury Mechanical Sewage Treatment Plant,Haileybury,ON,47.4448,-79.6306,operational,3554.0,Timiskaming,516.6134,788.8366000000001,535.1659999999999,649.5044,665.6915,601.6819,802.3072,thousand m3,363.1477490019225,137.99614462073055,103.23489722930726,14246.01780796174,72.6295498003845,277.3235582185364,20141.885182453017,98.04989223051908,13.438754972412664,1317.668476757414,170.67944203090354,43.26082474469363,7383.7334292210135,54.47216235028837,188.95433442334487,10292.751181499125,65.36659482034604,305.9071411507875,19996.10814825393
23450,Town of Hearst,Hearst Wastewater Treatment Lagoon,Hearst,ON,49.6656,-83.658,operational,3556.0,Cochrane,949.0803,1029.796,814.044,714.0500000000001,819.23,920.465,529.043,thousand m3,239.4603645277321,90.9949385205382,122.4545463752704,11142.743918978123,47.89207290554643,362.0183484952465,17337.80913927986,64.65429842248767,14.728074534683836,952.23332615409,112.54637132803408,44.35532623130284,4992.0310164043,35.919054679159814,244.61533710014348,8786.351668661164,43.10286561499178,387.85907212496903,16717.837463357944
23455,Kiewit-Alarie,Smoky Falls Generating Station Wastewater,Harmon Unorganized Township,ON,50.054,-82.1583,decommissioned,3556.0,Cochrane,50.1935,34.1586,9.5075,,,,,thousand m3,,,,,,,,,,,,,,,,,,,
23456,Township of Black River-Matheson,Matheson Wastewater Treatment Plant & Collection System,Matheson,ON,48.5416,-80.4702,operational,3556.0,Cochrane,238.62,253.91000000000005,264.40200000000004,230.82,219.097,176.67800000000005,189.853,thousand m3,85.93303112730634,32.654551828376405,186.4039247554379,6086.936621939223,17.18660622546127,697.5536702361499,11988.58025147397,23.201918404372712,18.452794497098168,428.1402322543295,40.388524629833974,47.1682961176113,1905.057889493446,12.88995466909595,461.77376817565863,5952.242939161862,15.46794560291514,695.6100595093942,10759.658561331873
23457,Township of Black River-Matheson,Ramore (Playfair) Wastewater Treatment Lagoon,Ramore,ON,48.4342,-80.31,operational,3556.0,Cochrane,74.66239999999999,27.388,42.667,93.195,42.012,35.39,45.675,thousand m3,20.673843430126027,7.856060503447891,334.30125313131254,2626.29087097804,4.134768686025206,1736.083179450767,7178.302366728109,5.5819377261340275,25.24554234254296,140.91904521855457,9.716706412159231,51.37768394323272,499.22187101309976,3.101076514518904,1116.9851040938936,3463.8562733730264,3.7212918174226846,1566.9207491057107,5830.9693621969045
23458,Township of Black River-Matheson,Holtyre Wastewater Lagoon,Holtyre,ON,48.4705,-80.279,operational,3556.0,Cochrane,79.4537,102.421,53.1135,28.173,59.679,54.8,64.17,thousand m3,29.045222395428294,11.037184510262751,290.8037994398133,3209.6551907026633,5.809044479085659,1396.6008435630229,8112.916419786153,7.84221004676564,23.426151016417926,183.71279685800175,13.651254525851297,50.34024371559846,687.2074798550208,4.356783359314244,904.6950661623264,3941.560409509723,5.228140031177093,1290.8760582014777,6748.880795171236
23459,Ontario Infrastructure and Lands Corporation,Monteith Correctional Center Wastewater,Monteith,ON,48.6397,-80.6752,operational,3556.0,Cochrane,33.027,28.028,22.702,23.708,38.181,33.414,41.48,thousand m3,18.77506350260816,7.1345241309911005,347.77016865518107,2481.1746603092342,3.755012700521632,1846.4944499975811,6933.610111183622,5.069267145704203,25.78632563841077,130.71777336722567,8.824279846225835,51.6755266340906,455.99930822031206,2.816259525391224,1185.7361556262679,3339.3407428832475,3.3795114304694684,1655.372446897104,5594.350105972976
23460,Town of Mattice-Val Cote,Mattice Wastewater Treatment Lagoon,Mattice,ON,49.6172,-83.2503,operational,3556.0,Cochrane,114.4074,156.086,120.309,154.731,212.877,108.835,142.903,thousand m3,64.68208533541981,24.579192427459528,209.43017740173252,5147.62463047417,12.936417067083964,836.6394589657385,10823.116975960273,17.46416304056335,19.642867680109035,343.0462437496365,30.40058010764731,47.97917272038439,1458.5946837846923,9.702312800312972,550.7093519898143,5343.1543950628375,11.642775360375566,817.8812294203594,9522.407425609037
23461,Township of McGarry,McGarry Lagoons,McGarry Township,ON,48.1281,-79.5935,operational,3554.0,Timiskaming,704.461,668.085,566.7,504.314,608.645,537.999,434.79,thousand m3,196.7986947998795,74.78350402395422,132.71242907989034,9924.700474124718,39.35973895997591,410.4553257791534,16155.414477399347,53.13564759596747,15.377739050415487,817.1061230056248,92.49538655594337,44.880580267284664,4151.246620677539,29.519804219981925,276.2579387809969,8155.08026703078,35.42376506397831,433.75497267968444,15365.234247537472
23462,City of Temiskaming Shores,New Liskeard Lagoon,New Liskeard,ON,47.5248,-79.6959,operational,3554.0,Timiskaming,1503.6879,1715.3366999999998,1495.222,1335.9897,1389.1295,1643.1723,1784.8482,thousand m3,807.8745973364481,306.9923469878503,74.37888873060335,22833.74961775609,161.57491946728965,166.24170421960312,26860.48997138736,218.126141280841,11.270980656694999,2458.4955190958794,379.7010607481306,41.23435057825664,15656.726653824338,121.1811896004672,115.09469043280595,13947.311503344936,145.41742752056066,193.9327141763689,28201.19640760773
23463,Township of Opasatika,Opasatika Wastewater Lagoon,Opasatika,ON,49.5346,-82.8519,operational,3556.0,Cochrane,111.0331,73.427,69.363,62.145,77.012,42.187,64.687,thousand m3,29.27923174525588,11.126108063197234,289.84862088558276,3224.8870779416807,5.855846349051177,1389.446786272951,8136.38689059735,7.905392571219089,23.384831504563227,184.86627325538424,13.761238920270264,50.316012406790534,692.4106682451273,4.391884761788382,900.2052467703127,3953.5977057724863,5.270261714146058,1284.985161373143,6772.20809923067
23465,Town of Smooth Rock Falls,Smooth Rock Falls Sewage Treatment Plant,Smooth Rock Falls,ON,49.2926,-81.6322,operational,3556.0,Cochrane,551.35,657.3138,473.9459,520.871,559.3389999999999,417.9698,425.357,thousand m3,192.52904258145853,73.16103618095424,133.91130518308475,9797.089843538468,38.50580851629171,416.2579214006856,16028.347814844403,51.98284149699381,15.452124502674636,803.2453388143498,90.48865001328551,44.939684704547396,4066.531400937189,28.879356387218778,280.04051261896285,8087.389766782466,34.65522766466253,439.21206892163485,15220.994241546707
23466,Municipality of Temagami,Temagami North Wastewater Treatment Lagoon,Temagami,ON,47.0625,-79.7793,operational,3548.0,Nipissing,105.0892,120.5235,117.5938,107.041,109.1296,106.895,137.395,thousand m3,62.189003132614474,23.6318211903935,212.83259087961358,5029.621731155202,12.437800626522895,857.9528297335137,10671.046243186587,16.79103084580591,19.81346276273489,332.6884644113083,29.2288314723288,48.0924586718268,1405.6863696087632,9.32835046989217,564.294881019372,5263.940418514805,11.194020563870605,836.4122392584815,9362.815806132503
23467,Municipality of Temagami,Temagami South Wastewater Treatment Lagoon,Temagami,ON,47.0626,-79.7791,operational,3548.0,Nipissing,75.24380000000001,70.805,74.4159,49.348,45.8,0.033,68.515,thousand m3,31.011896718447396,11.78452075301001,283.0962333793919,3336.153437358409,6.202379343689479,1339.2510065481497,8306.542779029587,8.373212113980797,23.090914948083736,193.345128766195,14.575591457670276,50.142743991479215,730.860150986352,4.651784507767109,868.6823063723243,4040.92289495418,5.582141409320531,1243.5578148306258,6941.71557305019
23468,Township of Val Rita-Harty,Val Rita Sewage Lagoon,Val Rita,ON,49.4427,-82.5266,operational,3556.0,Cochrane,307.5267,237.809,155.171,126.095,137.723,89.7476,134.022,thousand m3,60.66228449244336,23.051668107128478,215.01265094106893,4956.400268327387,12.132456898488673,871.7101535886661,10575.985866389434,16.37881681295971,19.92210599716444,326.3005246559224,28.51127371144838,48.16423541787345,1373.2236991016262,9.099342673866504,573.0584325761145,5214.455050158889,10.919211208639805,848.346816641952,9263.2780690907
23469,The Corporation of the Municipality of Greenstone,Geraldton Wastewater Treatment Plant & Collection System,Geraldton,ON,49.7132,-86.9449,operational,3558.0,Thunder Bay,603.364,715.8900000000001,727.573,844.96,841.398,600.2323,833.969,thousand m3,377.4788074784625,143.44194684181576,101.60960204491295,14575.079135144457,75.4957614956925,270.53836707740936,20424.500036310208,101.91927801918489,13.32480946431017,1358.0549603456943,177.41503951487738,43.160477590378896,7657.317837178051,56.62182112176937,184.47399098582775,10445.253319218435,67.94618534612324,299.23222451313956,20331.68818830254
23470,The Corporation of the Municipality of Greenstone,Longlac Wastewater Treatment Plant and Collection System,Longlac,ON,49.7737,-86.5264,operational,3558.0,Thunder Bay,580.84,582.71,559.51,504.919,663.642,547.331,586.202,thousand m3,265.3322028774327,100.82623709342442,117.41046856044723,11838.055740325706,53.06644057548654,339.0115821066224,17990.137976262755,71.63969477690682,14.399373013836321,1031.566687690063,124.70613535239335,44.08312752269875,5497.436467602487,39.7998304316149,229.54020375077872,9135.661186519328,47.75979651793788,365.8279217203295,17471.867101943044
23471,The Corporation of the Municipality of Greenstone,Nakina Wastewater Treatment Plant,Nakina,ON,50.1866,-86.7211,operational,3558.0,Thunder Bay,168.636,182.596,159.368,124.724,183.554,165.027,168.365,thousand m3,76.20693265710277,28.95863440969905,195.81365256556415,5670.4959770740015,15.241386531420554,753.2925004949043,11481.222171263145,20.57587181741775,18.946918545406536,389.84936732534004,35.8172583488383,47.509463619368546,1701.6587324696575,11.431039898565414,497.4758023267893,5686.665744968369,13.717247878278497,744.9039446167568,10218.03205381549
23472,The Corporation of the Township of Hornepayne,Hornepayne Wastewater Treatment Plant and Collection System,Hornepayne,ON,49.2156,-84.77,operational,3557.0,Algoma,338.03200000000004,343.124,314.993,311.69500000000005,234.601,255.083,248.68,thousand m3,112.55985515498064,42.772744958892645,166.87583832562458,7137.737672503343,22.51197103099613,586.8872242478337,13211.988190728962,30.391160891844773,17.388935571730602,528.4699386983875,52.9031319228409,46.41055742339472,2455.263841982434,16.883978273247095,390.6166524438858,6595.16307303108,20.260773927896516,596.4149470458747,12083.828409314838
23473,The Corporation of the Town of Marathon,Marathon Wastewater Treatment Plant,Marathon,ON,48.7063,-86.3853,operational,3558.0,Thunder Bay,382.525,395.232,381.34,369.975,371.576,351.099,371.992,thousand m3,168.37447980863584,63.98230232728162,141.47751939353577,9052.057418351054,33.67489596172717,453.548046902112,15273.183293073174,45.46110954833168,15.914631799664154,723.496819665895,79.13600551005884,45.30260964430564,3585.067566431816,25.256171971295377,304.3107217952149,7685.723922368971,30.30740636555445,474.088757232775,14368.400618794403
23474,The Corporation of the Town of Fort Frances,Fort Frances Wastewater Treatment Plant,Fort Frances,ON,48.6037,-93.4255,operational,3559.0,Rainy River,2312.3,2790.94,2170.783,2463.679,2363.1710000000003,2187.105,2869.478,thousand m3,1298.8098280939503,493.5477346757011,61.221931030177245,30215.945372415994,259.76196561879004,122.67920403898545,31867.391181715466,350.6786535853666,10.153069274933348,3560.4646630925804,610.4406192041566,40.076248622416735,24464.1700244478,194.82147421409255,85.74529297563207,16705.024384431912,233.78576905691105,147.95040412867817,34588.69901150381
23475,The Corporation of the Township of Ear Falls,Ear Falls Wastewater Treatment Plant & Collection System,Ear Falls,ON,50.6332,-93.2515,operational,3560.0,Kenora,252.48200000000003,282.74,306.373,300.374,298.82,322.298,326.763,thousand m3,147.90250904780012,56.202953438164045,149.200656441653,8385.517546933734,29.580501809560026,492.78305474434825,14576.770042585711,39.93367744290604,16.37505452847367,653.9161456500653,69.51417925246605,45.656357867210495,3173.764244796009,22.185376357170018,329.77953700101847,7316.28314326087,26.622451628604022,510.44748679097785,13589.363526035298
23476,Moose Cree First Nation,Moose Factory Lagoon,Moose Factory,ON,51.2664,-80.6026,operational,3556.0,Cochrane,1434.6092,1373.0616000000002,1282.4712,594.0026,835.488,805.758,1239.52,thousand m3,561.043074077938,213.19636814961643,86.37185792125675,18414.16641914662,112.2086148155876,209.9338838521634,23556.390309907707,151.48163000104324,12.212320932620203,1849.942280969169,263.6902448166308,42.14635528400308,11113.582742967474,84.15646111169069,144.28822547050362,12142.786435683296,100.98775333402882,238.73126066696278,24108.933665356974
23482,The Corporation of the Town of Essex,Colchester South Wastewater Treatment Lagoon,Colchester,ON,42.0003,-82.9638,operational,3537.0,Essex,276.74,300.657,347.6538,328.096,275.874,400.766,422.886,thousand m3,191.4105955729015,72.73602631770258,134.23156584344827,9763.47070585548,38.282119114580304,417.81294187108676,15994.76480832216,51.68086080468341,15.471943100507888,799.60333775533,89.9629799192637,44.95539704450751,4044.3214815775555,28.711589335935226,281.0539125268698,8069.504517729347,34.45390720312227,440.67308210450585,15182.909477742525
23483,The Corporation of the Town of Essex,Essex Wastewater Treatment Lagoons - North East,Essex,ON,42.1818,-82.7949,operational,3537.0,Essex,452.56,468.172,287.178,451.926,373.2,474.437,480.053,thousand m3,217.2860549570288,82.56870088367094,127.43174946182296,10521.874004396155,43.45721099140576,385.2474074644474,16741.77787007456,58.66723483839778,15.046322490735188,882.7261350182275,102.12444582980353,44.61469053230269,4556.250546479595,32.59290824355432,259.805768543094,8467.825575271174,39.11148989226518,409.94818809023934,16033.684414843821
23484,The Corporation of the Town of Essex,Harrow Wastewater Lagoons,Harrow,ON,42.043,-82.9351,operational,3537.0,Essex,369.501,355.899,521.862,401.277,349.129,482.142,399.981,thousand m3,181.04312137986292,68.79638612434792,137.33147170161706,9447.908954209406,36.20862427597259,432.97180245221045,15677.313317082715,48.88164277256299,15.662653045412258,765.6162110364378,85.09026704853557,45.105850324061464,3838.0688495256645,27.156468206979437,290.92676773716613,7900.543518613643,32.58776184837532,454.88474457771815,14823.675724757717
23485,Town of Amherstburg,Amherstburg Wastewater Treatment Plant,Amherstburg,ON,42.0938,-83.1085,operational,3537.0,Essex,2357.6072,1742.045,2153.3079,1704.4598,2139.904,2415.4162,3013.8759,thousand m3,1364.1685489749354,518.3840486104755,60.00187371419309,31104.01422017788,272.8337097949871,118.88431810167529,32435.64954412741,368.3255082232326,10.04399312598113,3699.4588727176542,641.1592180182196,39.95836542096782,25619.674326593995,204.6252823462403,83.17453076744377,17019.61184230423,245.55033881548837,143.86738507497952,35326.685149659555
23486,Town of Amherstburg,Edgewater Beach Wastewater Lagoon,Amherstburg,ON,42.1478,-83.1054,operational,3537.0,Essex,485.562,501.6007,430.7109,525.777,613.1439,595.8899,342.6281,thousand m3,155.08351820824444,58.93173691913289,146.3284564889394,8623.39010158896,31.01670364164889,478.05525805319616,14827.698263367969,41.872549916226,16.205145402104193,678.5507597493081,72.88925355787488,45.52666706659058,3318.4047794616727,23.262527731236666,320.22692121416264,7449.287635032998,27.915033277484,496.83789261854514,13869.24630596171
23487,Town of Amherstburg,McLeod Sewage Treatment Plant,Amherstburg,ON,42.0484,-83.0919,operational,3537.0,Essex,158.985,172.705,178.821,156.237,174.9089,196.3823,231.599,thousand m3,104.82849402460334,39.83482772934927,171.81622536594256,6844.269738559372,20.96569880492067,614.2332611134749,12877.829548469306,28.303693386642905,17.663302948368667,499.9367108460124,49.26939219156357,46.60913416823928,2296.4037110441873,15.724274103690501,408.23604200727186,6419.215423528052,18.8691289244286,621.1033918255636,11719.679975756451
