,AUs,kgPin/year,Multiform kgPrec/year,Multiform EUR/kgPrec,Multiform EUR/year,Crystalactor kgPrec/year,Crystalactor EUR/kgPrec,Crystalactor EUR/year,Ostara Pearl 500 kgPrec/year,Ostara Pearl 500 EUR/kgPrec,Ostara Pearl 500 EUR/year,Ostara Pearl 2K kgPrec/year,Ostara Pearl 2K EUR/kgPrec,Ostara Pearl 2K EUR/year,Ostara Pearl 10K kgPrec/year,Ostara Pearl 10K EUR/kgPrec,Ostara Pearl 10K EUR/year,Nuresys kgPrec/year,Nuresys EUR/kgPrec,Nuresys EUR/year,MAPHEX kgPrec/year,MAPHEX EUR/kgPrec,MAPHEX EUR/year
0,15.714285714285714,264.31492250611785,47.57668605110121,1880.9541851055933,89489.56674127372,47.57668605110121,3882.6990390666692,184725.95321258728,47.57668605110121,3891.7378415844223,185155.98948225233,47.57668605110121,5241.0136125703075,249350.05923480532,47.57668605110121,16878.517137323575,803023.9108505753,47.57668605110121,2337.8707049506534,111228.14055750391,47.57668605110121,690.6484141197072,32858.76277026425
1,15.714285714285714,264.31492250611785,47.57668605110121,1880.9541851055933,89489.56674127372,47.57668605110121,3882.6990390666692,184725.95321258728,47.57668605110121,3891.7378415844223,185155.98948225233,47.57668605110121,5241.0136125703075,249350.05923480532,47.57668605110121,16878.517137323575,803023.9108505753,47.57668605110121,2337.8707049506534,111228.14055750391,47.57668605110121,690.6484141197072,32858.76277026425
2,15.714285714285714,264.31492250611785,47.57668605110121,1880.9541851055933,89489.56674127372,47.57668605110121,3882.6990390666692,184725.95321258728,47.57668605110121,3891.7378415844223,185155.98948225233,47.57668605110121,5241.0136125703075,249350.05923480532,47.57668605110121,16878.517137323575,803023.9108505753,47.57668605110121,2337.8707049506534,111228.14055750391,47.57668605110121,690.6484141197072,32858.76277026425
3,15.714285714285714,264.31492250611785,47.57668605110121,1880.9541851055933,89489.56674127372,47.57668605110121,3882.6990390666692,184725.95321258728,47.57668605110121,3891.7378415844223,185155.98948225233,47.57668605110121,5241.0136125703075,249350.05923480532,47.57668605110121,16878.517137323575,803023.9108505753,47.57668605110121,2337.8707049506534,111228.14055750391,47.57668605110121,690.6484141197072,32858.76277026425
4,15.714285714285714,264.31492250611785,47.57668605110121,1880.9541851055933,89489.56674127372,47.57668605110121,3882.6990390666692,184725.95321258728,47.57668605110121,3891.7378415844223,185155.98948225233,47.57668605110121,5241.0136125703075,249350.05923480532,47.57668605110121,16878.517137323575,803023.9108505753,47.57668605110121,2337.8707049506534,111228.14055750391,47.57668605110121,690.6484141197072,32858.76277026425
5,15.714285714285714,264.31492250611785,47.57668605110121,1880.9541851055933,89489.56674127372,47.57668605110121,3882.6990390666692,184725.95321258728,47.57668605110121,3891.7378415844223,185155.98948225233,47.57668605110121,5241.0136125703075,249350.05923480532,47.57668605110121,16878.517137323575,803023.9108505753,47.57668605110121,2337.8707049506534,111228.14055750391,47.57668605110121,690.6484141197072,32858.76277026425
6,15.714285714285714,264.31492250611785,47.57668605110121,1880.9541851055933,89489.56674127372,47.57668605110121,3882.6990390666692,184725.95321258728,47.57668605110121,3891.7378415844223,185155.98948225233,47.57668605110121,5241.0136125703075,249350.05923480532,47.57668605110121,16878.517137323575,803023.9108505753,47.57668605110121,2337.8707049506534,111228.14055750391,47.57668605110121,690.6484141197072,32858.76277026425
7,15.714285714285714,264.31492250611785,47.57668605110121,1880.9541851055933,89489.56674127372,47.57668605110121,3882.6990390666692,184725.95321258728,47.57668605110121,3891.7378415844223,185155.98948225233,47.57668605110121,5241.0136125703075,249350.05923480532,47.57668605110121,16878.517137323575,803023.9108505753,47.57668605110121,2337.8707049506534,111228.14055750391,47.57668605110121,690.6484141197072,32858.76277026425
8,15.714285714285714,264.31492250611785,47.57668605110121,1880.9541851055933,89489.56674127372,47.57668605110121,3882.6990390666692,184725.95321258728,47.57668605110121,3891.7378415844223,185155.98948225233,47.57668605110121,5241.0136125703075,249350.05923480532,47.57668605110121,16878.517137323575,803023.9108505753,47.57668605110121,2337.8707049506534,111228.14055750391,47.57668605110121,690.6484141197072,32858.76277026425
9,15.714285714285714,264.31492250611785,47.57668605110121,1880.9541851055933,89489.56674127372,47.57668605110121,3882.6990390666692,184725.95321258728,47.57668605110121,3891.7378415844223,185155.98948225233,47.57668605110121,5241.0136125703075,249350.05923480532,47.57668605110121,16878.517137323575,803023.9108505753,47.57668605110121,2337.8707049506534,111228.14055750391,47.57668605110121,690.6484141197072,32858.76277026425
10,15.714285714285714,264.31492250611785,47.57668605110121,1880.9541851055933,89489.56674127372,47.57668605110121,3882.6990390666692,184725.95321258728,47.57668605110121,3891.7378415844223,185155.98948225233,47.57668605110121,5241.0136125703075,249350.05923480532,47.57668605110121,16878.517137323575,803023.9108505753,47.57668605110121,2337.8707049506534,111228.14055750391,47.57668605110121,690.6484141197072,32858.76277026425
11,15.714285714285714,264.31492250611785,47.57668605110121,1880.9541851055933,89489.56674127372,47.57668605110121,3882.6990390666692,184725.95321258728,47.57668605110121,3891.7378415844223,185155.98948225233,47.57668605110121,5241.0136125703075,249350.05923480532,47.57668605110121,16878.517137323575,803023.9108505753,47.57668605110121,2337.8707049506534,111228.14055750391,47.57668605110121,690.6484141197072,32858.76277026425
12,15.714285714285714,264.31492250611785,47.57668605110121,1880.9541851055933,89489.56674127372,47.57668605110121,3882.6990390666692,184725.95321258728,47.57668605110121,3891.7378415844223,185155.98948225233,47.57668605110121,5241.0136125703075,249350.05923480532,47.57668605110121,16878.517137323575,803023.9108505753,47.57668605110121,2337.8707049506534,111228.14055750391,47.57668605110121,690.6484141197072,32858.76277026425
13,15.714285714285714,264.31492250611785,47.57668605110121,1880.9541851055933,89489.56674127372,47.57668605110121,3882.6990390666692,184725.95321258728,47.57668605110121,3891.7378415844223,185155.98948225233,47.57668605110121,5241.0136125703075,249350.05923480532,47.57668605110121,16878.517137323575,803023.9108505753,47.57668605110121,2337.8707049506534,111228.14055750391,47.57668605110121,690.6484141197072,32858.76277026425
14,15.714285714285714,264.31492250611785,47.57668605110121,1880.9541851055933,89489.56674127372,47.57668605110121,3882.6990390666692,184725.95321258728,47.57668605110121,3891.7378415844223,185155.98948225233,47.57668605110121,5241.0136125703075,249350.05923480532,47.57668605110121,16878.517137323575,803023.9108505753,47.57668605110121,2337.8707049506534,111228.14055750391,47.57668605110121,690.6484141197072,32858.76277026425
15,15.714285714285714,264.31492250611785,47.57668605110121,1880.9541851055933,89489.56674127372,47.57668605110121,3882.6990390666692,184725.95321258728,47.57668605110121,3891.7378415844223,185155.98948225233,47.57668605110121,5241.0136125703075,249350.05923480532,47.57668605110121,16878.517137323575,803023.9108505753,47.57668605110121,2337.8707049506534,111228.14055750391,47.57668605110121,690.6484141197072,32858.76277026425
16,15.714285714285714,264.31492250611785,47.57668605110121,1880.9541851055933,89489.56674127372,47.57668605110121,3882.6990390666692,184725.95321258728,47.57668605110121,3891.7378415844223,185155.98948225233,47.57668605110121,5241.0136125703075,249350.05923480532,47.57668605110121,16878.517137323575,803023.9108505753,47.57668605110121,2337.8707049506534,111228.14055750391,47.57668605110121,690.6484141197072,32858.76277026425
17,15.714285714285714,264.31492250611785,47.57668605110121,1880.9541851055933,89489.56674127372,47.57668605110121,3882.6990390666692,184725.95321258728,47.57668605110121,3891.7378415844223,185155.98948225233,47.57668605110121,5241.0136125703075,249350.05923480532,47.57668605110121,16878.517137323575,803023.9108505753,47.57668605110121,2337.8707049506534,111228.14055750391,47.57668605110121,690.6484141197072,32858.76277026425
18,15.714285714285714,264.31492250611785,47.57668605110121,1880.9541851055933,89489.56674127372,47.57668605110121,3882.6990390666692,184725.95321258728,47.57668605110121,3891.7378415844223,185155.98948225233,47.57668605110121,5241.0136125703075,249350.05923480532,47.57668605110121,16878.517137323575,803023.9108505753,47.57668605110121,2337.8707049506534,111228.14055750391,47.57668605110121,690.6484141197072,32858.76277026425
19,15.714285714285714,264.31492250611785,47.57668605110121,1880.9541851055933,89489.56674127372,47.57668605110121,3882.6990390666692,184725.95321258728,47.57668605110121,3891.7378415844223,185155.98948225233,47.57668605110121,5241.0136125703075,249350.05923480532,47.57668605110121,16878.517137323575,803023.9108505753,47.57668605110121,2337.8707049506534,111228.14055750391,47.57668605110121,690.6484141197072,32858.76277026425
20,15.714285714285714,264.31492250611785,47.57668605110121,1880.9541851055933,89489.56674127372,47.57668605110121,3882.6990390666692,184725.95321258728,47.57668605110121,3891.7378415844223,185155.98948225233,47.57668605110121,5241.0136125703075,249350.05923480532,47.57668605110121,16878.517137323575,803023.9108505753,47.57668605110121,2337.8707049506534,111228.14055750391,47.57668605110121,690.6484141197072,32858.76277026425
21,15.714285714285714,264.31492250611785,47.57668605110121,1880.9541851055933,89489.56674127372,47.57668605110121,3882.6990390666692,184725.95321258728,47.57668605110121,3891.7378415844223,185155.98948225233,47.57668605110121,5241.0136125703075,249350.05923480532,47.57668605110121,16878.517137323575,803023.9108505753,47.57668605110121,2337.8707049506534,111228.14055750391,47.57668605110121,690.6484141197072,32858.76277026425
22,15.714285714285714,264.31492250611785,47.57668605110121,1880.9541851055933,89489.56674127372,47.57668605110121,3882.6990390666692,184725.95321258728,47.57668605110121,3891.7378415844223,185155.98948225233,47.57668605110121,5241.0136125703075,249350.05923480532,47.57668605110121,16878.517137323575,803023.9108505753,47.57668605110121,2337.8707049506534,111228.14055750391,47.57668605110121,690.6484141197072,32858.76277026425
