,Number of animals,kgPin/year,Multiform kgPrec/year,Multiform EUR/kgPrec,Multiform EUR/year,Crystalactor kgPrec/year,Crystalactor EUR/kgPrec,Crystalactor EUR/year,Ostara Pearl 500 kgPrec/year,Ostara Pearl 500 EUR/kgPrec,Ostara Pearl 500 EUR/year,Ostara Pearl 2K kgPrec/year,Ostara Pearl 2K EUR/kgPrec,Ostara Pearl 2K EUR/year,Ostara Pearl 10K kgPrec/year,Ostara Pearl 10K EUR/kgPrec,Ostara Pearl 10K EUR/year,Nuresys kgPrec/year,Nuresys EUR/kgPrec,Nuresys EUR/year,MAPHEX kgPrec/year,MAPHEX EUR/kgPrec,MAPHEX EUR/year,EcoPhos kgPrec/year,EcoPhos EUR/kgPrec,EcoPhos EUR/year,AshDec depollution kgPrec/year,AshDec depollution EUR/kgPrec,AshDec depollution EUR/year,AshDec Rhenania kgPrec/year,AshDec Rhenania EUR/kgPrec,AshDec Rhenania EUR/year,PASCH kgPrec/year,PASCH EUR/kgPrec,PASCH EUR/year,LEACHPHOS kgPrec/year,LEACHPHOS EUR/kgPrec,LEACHPHOS EUR/year,RecoPhos kgPrec/year,RecoPhos EUR/kgPrec,RecoPhos EUR/year,Thermophos kgPrec/year,Thermophos EUR/kgPrec,Thermophos EUR/year
20,1196.646276980706,11530.883524986082,2075.559034497495,68.22678167312661,141608.71309634604,2075.559034497495,92.44966185655107,191884.730902603,2075.559034497495,101.48963440744654,210647.7276022235,2075.559034497495,132.41820289699317,274841.7973547765,2075.559034497495,399.1771061193328,828515.6489705464,2075.559034497495,63.72178064446793,132258.31751089302,2075.559034497495,196.26821318357997,407366.26305785973,6572.603609242066,13.4,88072.8883638437,6918.5301149916495,10.700000000000001,74028.27223041066,6918.5301149916495,10.8,74720.12524190982,6341.985938742346,13.600000000000001,86251.00876689592,6226.677103492485,14.0,87173.4794488948,7033.83895024151,11.4,80185.76403275321,6572.603609242066,11.600000000000001,76242.20186720797
21,1411.5605453648047,13601.79741513526,2448.3235347243467,61.751953370492046,151188.7607521761,2448.3235347243467,78.91138031728964,193200.58958840382,2448.3235347243467,87.95135704739246,215333.377370075,2448.3235347243467,114.17095949865941,279527.44712262804,2448.3235347243467,340.3150306408368,833201.298738398,2448.3235347243467,55.59881422843548,136123.88537824547,2448.3235347243467,194.50235091922508,476204.6833147524,7753.024526627097,13.4,103890.5286568031,8161.078449081155,10.700000000000001,87323.53940516837,8161.078449081155,10.8,88139.64725007648,7480.9885783243935,13.600000000000001,101741.44466521176,7344.970604173041,14.0,102829.58845842257,8297.096423232508,11.4,94586.8992248506,7753.024526627097,11.600000000000001,89935.08450887434
22,3953.1677418276568,38092.724360251304,6856.690384845235,38.57309780019369,264483.788800283,6856.690384845235,30.446485527586294,208762.12456933054,6856.690384845235,39.486477218586806,270746.54867609456,6856.690384845235,48.848730164182214,334940.6184286476,6856.690384845235,129.59816181994262,888614.4700444173,6856.690384845235,26.51988633115208,181838.64961399903,6856.690384845235,191.69168970919654,1314370.5656837842,21712.85288534324,13.4,290952.2286635994,22855.634616150783,10.700000000000001,244555.2903928134,22855.634616150783,10.8,246840.85385442848,20950.998398138217,13.600000000000001,284933.5782146798,20570.071154535704,14.0,287980.9961634999,23236.561859753296,11.4,264896.80520118756,21712.85288534324,11.600000000000001,251869.09346998163
23,5105.394177267799,49195.57829215252,8855.204092587453,45.635587025859095,404112.43699901836,8855.204092587453,24.37175650624669,215816.8779576606,8855.204092587453,33.411750072489056,295867.8659824142,8855.204092587453,40.661054445528734,360061.9357349673,8855.204092587453,103.18630466299592,913735.7873507374,8855.204092587453,22.875050043493435,202563.23676328588,8855.204092587453,192.82546741966962,1707508.8682497472,28041.479626526932,13.4,375755.8269954609,29517.346975291508,10.700000000000001,315835.6126356192,29517.346975291508,10.8,318787.3473331483,27057.568060683887,13.600000000000001,367982.9256253009,26565.61227776236,14.0,371918.57188867306,30009.302758213034,11.4,342106.0514436286,28041.479626526932,11.600000000000001,325281.1636677125
24,2636.3376345560405,25403.749446582005,4572.674900384761,45.00310984984595,205784.59084964878,4572.674900384761,43.891060327139705,200699.54990918507,4572.674900384761,52.93104786785971,242036.4740364264,4572.674900384761,66.96967321320221,306230.5437889794,4572.674900384761,188.05281681678133,859904.3954047492,4572.674900384761,34.58662872071582,158153.40904014392,4572.674900384761,195.19896900900687,892581.4261684685,14480.137184551742,13.4,194033.83827299337,15242.249667949203,10.700000000000001,163092.07144705649,15242.249667949203,10.8,164616.2964138514,13972.062195620105,13.600000000000001,190020.04586043346,13718.024701154283,14.0,192052.34581615997,15496.287162415023,11.4,176657.67365153128,14480.137184551742,11.600000000000001,167969.59134080022
25,2675.5488428192148,25781.588649405956,4640.685956893072,44.72021527197993,207532.47500191236,4640.685956893072,43.29955329991517,200939.6289386594,4640.685956893072,52.33954102323077,242891.37301673592,4640.685956893072,66.172424857398,307085.44276928896,4640.685956893072,185.4810479270903,860759.2943850588,4640.685956893072,34.23172461393846,158858.68369613515,4640.685956893072,195.04466287562542,905141.0279738584,14695.505530161394,13.4,196919.77410416267,15468.953189643573,10.700000000000001,165517.79912918626,15468.953189643573,10.8,167064.6944481506,14179.873757173276,13.600000000000001,192846.2830975566,13922.057870679217,14.0,194908.81018950904,15726.769076137633,11.4,179285.167467969,14695.505530161394,11.600000000000001,170467.86414987218
26,1163.8005352924488,11214.381958078038,2018.5887524540467,69.4270076940894,140144.57684782942,2018.5887524540467,94.95922612961915,191683.62580698964,2018.5887524540467,103.99919790582328,209931.61115693732,2018.5887524540467,135.8006580469792,274125.68090949033,2018.5887524540467,410.088251764449,827799.5325252601,2018.5887524540467,65.22751874349397,131667.53568610243,2018.5887524540467,196.59554755293345,396845.5610728962,6392.1977161044815,13.4,85655.44939580005,6728.629174846823,10.700000000000001,71996.33217086102,6728.629174846823,10.8,72669.19508834569,6167.9100769429215,13.600000000000001,83883.57704642374,6055.766257362141,14.0,84780.72760306997,6840.772994427603,11.4,77984.81213647468,6392.1977161044815,11.600000000000001,74149.493506812
27,404.7124827134448,3899.8094834267545,701.9657070168158,151.44239030119167,106307.36458009257,701.9657070168158,266.4459881543981,187035.9464565962,701.9657070168158,275.48590699340076,193381.65947579133,701.9657070168158,366.93491812154014,257575.72922834434,701.9657070168158,1155.6826391017426,811249.5808441143,701.9657070168158,168.11954419604047,118014.15470491836,701.9657070168158,218.96337917305226,153704.78327200277,2222.89140555325,13.4,29786.744834413552,2339.8856900560527,10.700000000000001,25036.776883599767,2339.8856900560527,10.8,25270.76545260537,2144.895215884715,13.600000000000001,29170.574936032128,2105.8971210504474,14.0,29482.559694706262,2378.8837848903204,11.4,27119.275147749653,2222.89140555325,11.600000000000001,25785.540304417704
28,2486.5234350164333,23960.139819818356,4312.825167567304,46.166131243513476,199106.45271624014,4312.825167567304,46.322833082758336,199782.28035233947,4312.825167567304,55.3628198728009,238770.162894911,4312.825167567304,70.24727895899251,302964.23264746397,4312.825167567304,198.6257385773952,856638.0842632339,4312.825167567304,36.045691923680536,155458.76731082692,4312.825167567304,195.8333443146437,844594.9760090688,13657.279697296462,13.4,183007.5479437726,14376.083891891014,10.700000000000001,153824.09764323386,14376.083891891014,10.8,155261.70603242295,13178.076900900096,13.600000000000001,179221.84585224133,12938.475502701913,14.0,181138.65703782678,14615.685290089197,11.4,166618.81230701687,13657.279697296462,11.600000000000001,158424.44448863898
29,2623.3503794927183,25278.604256791838,4550.148766222531,45.09867253681868,205205.66920167947,4550.148766222531,44.09087327976406,200620.0326555924,4550.148766222531,53.1308607588027,241753.3205300072,4550.148766222531,67.23898624012537,305947.3902825602,4550.148766222531,188.92156851653345,859621.24189833,4550.148766222531,34.706516455281616,157919.81302888162,4550.148766222531,195.251094110992,888421.5249727295,14408.804426371345,13.4,193077.97931337604,15167.162554075101,10.700000000000001,162288.6393286036,15167.162554075101,10.8,163805.3555840111,13903.232341235513,13.600000000000001,189083.959840803,13650.446298667594,14.0,191106.2481813463,15419.94859664302,11.4,175787.41400173045,14408.804426371345,11.600000000000001,167142.13134590763
30,2736.0205521320054,26364.294040344004,4745.572927261921,44.29982920137911,210228.0701403918,4745.572927261921,42.42056397186426,201309.87994406145,4745.572927261921,51.46055196651996,244209.80223427233,4745.572927261921,64.98770047661385,308403.8719868253,4745.572927261921,181.65935637617372,862077.7236025953,4745.572927261921,33.704331179911975,159946.36157886012,4745.572927261921,194.81536138257042,924510.5047918737,15027.647602996081,13.4,201370.4778801475,15818.576424206401,10.700000000000001,169258.7677390085,15818.576424206401,10.8,170840.62538142916,14500.361722189204,13.600000000000001,197204.9194217732,14236.718781785763,14.0,199314.06294500068,16082.219364609842,11.4,183337.3007565522,15027.647602996081,11.600000000000001,174320.71219475457
31,917.4964612144807,8840.995900262737,1591.3792620472925,81.16562533195642,129165.29294437583,1591.3792620472925,119.50361604008522,190175.5763058538,1591.3792620472925,128.54358023954524,204561.58786252444,1591.3792620472925,168.88221684460441,268755.6576150774,1591.3792620472925,516.8029575632402,822429.5092308474,1591.3792620472925,79.95414814372714,127237.3732705844,1591.3792620472925,199.79698872689718,317952.7844794809,5039.367663149759,13.4,67527.52668620678,5304.597540157642,10.700000000000001,56759.193679686774,5304.597540157642,10.8,57289.65343370253,4862.547745144506,13.600000000000001,66130.64933396528,4774.137786141878,14.0,66837.92900598628,5393.00749916027,11.4,61480.28549042708,5039.367663149759,11.600000000000001,58456.664892537214
32,2491.497939148785,24008.07414163769,4321.453345494784,46.125268735524045,199328.19688897635,4321.453345494784,46.23739326695101,199812.73782042344,4321.453345494784,55.27738008336846,238878.6190914594,4321.453345494784,70.13212098193141,303072.68884401245,4321.453345494784,198.25426123203678,856746.5404597822,4321.453345494784,35.99442805002108,155548.24151593487,4321.453345494784,195.8110556739222,846188.3416269365,13684.602260733483,13.4,183373.67029382868,14404.844484982614,10.700000000000001,154131.835989314,14404.844484982614,10.8,155572.32043781225,13204.44077790073,13.600000000000001,179580.39457944996,12964.360036484355,14.0,181501.04051078096,14644.925226398991,11.4,166952.1475809485,13684.602260733483,11.600000000000001,158741.38622450843
33,3210.473616370225,30936.123767343488,5568.502278121828,41.55109271779476,231377.3544574914,5568.502278121828,36.67320409563979,204214.8205525969,5568.502278121828,45.71319386447995,254554.02417458134,5568.502278121828,57.2412612956034,318748.09392713435,5568.502278121828,156.67084288904323,872421.9455429042,5568.502278121828,30.255916318687966,168480.13894727733,5568.502278121828,193.31605057334258,1076480.8680151727,17633.590547385786,13.4,236290.11333496953,18561.674260406093,10.700000000000001,198609.9145863452,18561.674260406093,10.8,200466.08201238583,17014.86807203892,13.600000000000001,231402.20577972935,16705.506834365486,14.0,233877.0956811168,18871.035498079527,11.4,215129.80467810662,17633.590547385786,11.600000000000001,204549.65034967512
34,2245.339240519096,21636.08892164201,3894.4960058955617,48.36451057496025,188355.39326127636,3894.4960058955617,50.91944583110099,198305.5784116382,3894.4960058955617,59.95943120218961,233511.76533269716,3894.4960058955617,76.44271162034252,297705.8350852502,3894.4960058955617,218.61100522691137,851379.6867010201,3894.4960058955617,38.80365872131377,151120.69390429094,3894.4960058955617,190.85123015680733,743269.3535659407,12332.570685335944,13.4,165256.44718350164,12981.653352985206,10.700000000000001,138903.69087694172,12981.653352985206,10.8,140201.85621224024,11899.848906903107,13.600000000000001,161837.94513388228,11683.488017686686,14.0,163568.8322476136,13198.014242201627,11.4,150457.36236109855,12332.570685335944,11.600000000000001,143057.81994989698
