,index,Physical Address,latitude,longitude,NURSERY_PI,FINISHERS,SOWS,BOARS,Animal Units
262,676,1017 E US Hwy 36,39.797156,-87.447276,0.0,876.0,4709.0,0.0,1860.0400489487151
263,677,7472 W Shilling Rd,41.18854535,-85.98484,3000.0,0.0,0.0,0.0,330.03300330033005
264,680,3697 N CR 100 W,40.817821,-86.09321,2935.0,9065.0,0.0,0.0,1320.1320132013202
265,681,CR 300 N & CR 700 W,40.791871,-85.071598,1500.0,2500.0,0.0,0.0,440.04400440044003
266,683,2007 N Roussey Rd,41.09939804,-84.90510892,0.0,160.0,1335.0,0.0,517.6017601760176
267,686,29501 Smith Rd,41.490121,-86.436197,0.0,6000.0,0.0,0.0,660.0660066006601
268,687,12500 Upper Griffin Rd,38.22201233,-87.90215994,0.0,0.0,1944.0,0.0,728.0898876404494
269,688,CR 200 E & CR 750 S,40.438415,-86.491146,0.0,5900.0,0.0,0.0,649.064906490649
270,689,9849 E CR 175 S,38.35432,-86.721383,600.0,1200.0,265.0,12.0,301.76512033225794
271,693,6943 W US Hwy 40,39.632631,-86.649476,0.0,0.0,890.0,0.0,333.3333333333333
272,698,12088 James Rd,39.3479649,-85.02674022,650.0,1950.0,278.0,0.0,390.1484530475519
273,701,2389 W Base Rd,39.331989,-85.527666,1000.0,2000.0,343.0,0.0,458.49742277598546
274,703,3121 S CR 400 W,39.564733,-85.518132,0.0,3810.0,0.0,0.0,419.1419141914192
275,711,10950 W CR 200 N,41.042034,-87.252497,3855.0,6720.0,1200.0,0.0,1612.8045388808546
276,712,1611 S CR 900 W,38.99899041,-87.10940758,0.0,0.0,2442.0,0.0,914.6067415730338
277,713,62196 Dogwood Rd,41.590495,-86.118415,0.0,6800.0,0.0,0.0,748.0748074807481
278,717,8521 E CR 700 S,40.338236,-84.815633,0.0,5000.0,0.0,0.0,550.05500550055
279,719,879 E CR 1100 S,38.21935155,-86.89587603,990.0,1000.0,282.0,0.0,324.5398697173088
280,720,65500 SR 331,41.540596,-86.166526,0.0,6000.0,0.0,0.0,660.0660066006601
281,721,67743 CR 19,41.510751,-85.866948,0.0,4310.0,0.0,0.0,474.14741474147417
282,723,4881 W CR 200 N,39.790166,-86.611434,2120.0,3700.0,684.0,7.0,899.0655245299811
283,726,4801 W CR 500 S,39.262497,-85.569102,0.0,5260.0,0.0,0.0,578.6578657865787
284,727,CR 400 W & CR 500 N,40.6272315,-86.60131694,0.0,5050.0,0.0,0.0,555.5555555555555
285,728,7001 W US Hwy 136,40.07401006,-87.03499271,0.0,9900.0,0.0,0.0,1089.1089108910892
286,729,4679 N CR 400 W,40.370911,-86.088363,2100.0,1652.0,63.0,0.0,436.3567817455903
287,730,5437 S Old SR 15,40.747433,-85.756599,1300.0,2180.0,0.0,0.0,382.8382838283828
288,737,904 Angelo Rd,38.12022616,-86.79270264,1200.0,2000.0,0.0,0.0,352.035203520352
289,739,7465 N SR 129,39.18374494,-85.20741335,560.0,2210.0,0.0,0.0,304.7304730473047
290,744,890 E CR 550 N,41.43221582,-85.40830565,500.0,2650.0,520.0,0.0,541.2912077724627
291,745,1881 W CR 1100 N,41.39127162,-85.88228536,1600.0,2250.0,221.0,0.0,506.3138898159479
292,747,Stafford Rd & CR 900 E,39.323106,-85.762681,3300.0,0.0,0.0,0.0,363.036303630363
293,748,15480 Stafford Rd,39.329495,-85.753431,0.0,0.0,2660.0,0.0,996.2546816479401
294,750,3837 S CR 100 W,40.325787,-84.995768,4000.0,0.0,0.0,0.0,440.04400440044003
295,752,1055 S CR 900 E,40.748775,-86.207427,0.0,4400.0,0.0,0.0,484.04840484048407
296,753,1818 E CR 600 N,41.4383373,-85.38657681,4500.0,3600.0,1196.0,0.0,1339.0291838172582
297,754,7567 E CR 50 N,40.554137,-86.380378,4800.0,4400.0,0.0,0.0,1012.1012101210122
298,760,7359 Copeland Rd,39.64091737,-86.03573572,0.0,5880.0,0.0,0.0,646.8646864686468
299,766,5692 N  CR 1025 E,40.835529,-86.672048,0.0,0.0,1942.0,0.0,727.3408239700375
300,767,15620 Frank Meyers Rd,39.860639,-85.169604,1120.0,2030.0,0.0,0.0,346.53465346534654
301,769,4016 E CR 1200 S,40.244129,-86.826521,1200.0,2400.0,0.0,0.0,396.03960396039605
302,770,4376 S CR 1250 E,38.592778,-86.93336,2000.0,2580.0,1115.0,0.0,921.4533812931855
303,779,13700 N CR 700 W,41.236015,-87.17686,660.0,2000.0,317.0,0.0,411.3558546865923
304,780,6746 E CR 300 N,40.34930832,-85.88558712,0.0,4400.0,0.0,0.0,484.04840484048407
305,784,8300 W US Hwy 24,40.750348,-87.029465,480.0,3760.0,382.0,6.0,611.7649967243916
306,785,3485 S CR 1200 W,40.700197,-87.096824,0.0,4400.0,0.0,0.0,484.04840484048407
307,786,CR 400 N & CR 800 E,40.47977033,-86.751907,1600.0,2400.0,0.0,0.0,440.04400440044003
308,787,15489 N CR 100 E,40.990982,-86.056925,0.0,4400.0,0.0,0.0,484.04840484048407
309,788,180 N Marchino Rd,38.678556,-87.35047,1440.0,3500.0,0.0,0.0,543.4543454345435
310,790,6425 N CR 150 E,39.07930702,-85.59246128,900.0,1700.0,270.0,0.0,387.152198365904
311,804,2038 E CR 1100 S,39.460135,-85.413696,0.0,11700.0,0.0,0.0,1287.1287128712872
312,805,7710 W CR 200 S,41.20331277,-85.9909215,0.0,8000.0,0.0,0.0,880.0880088008801
313,806,1249 N CR 200 E,40.56517699,-86.48683334,0.0,8100.0,0.0,0.0,891.0891089108911
314,807,5640 N CR 250 W,40.62918981,-86.57266784,0.0,3600.0,0.0,0.0,396.03960396039605
315,808,3395 E CR 850 N,40.88845034,-86.01027423,0.0,4400.0,0.0,0.0,484.04840484048407
316,809,1342 N CR 1300 E,40.77043397,-86.62038597,0.0,4650.0,0.0,0.0,511.55115511551156
317,813,7821 S CR 400 E,40.43845663,-86.44934947,0.0,6600.0,0.0,0.0,726.072607260726
318,816,5277 W CR 600 S,40.967625,-86.343974,1200.0,2700.0,0.0,0.0,429.042904290429
319,817,8201 W CR 970 N,40.17678891,-87.04880081,1900.0,2900.0,424.0,0.0,686.8543034078689
320,818,13233 S CR 100 E,40.57226189,-86.35492499,4000.0,0.0,0.0,0.0,440.04400440044003
321,828,1850 E County Line Rd S,39.793243,-85.345895,450.0,800.0,1752.0,0.0,793.6935266560364
322,831,5508 N CR 400 W,40.55553129,-86.20328438,750.0,0.0,3491.0,0.0,1389.9988875292024
323,832,5860 E CR 650 S,40.098635,-85.309654,2125.0,0.0,708.0,0.0,498.9419166635765
324,833,8216 N CR 1000 W,41.133274,-87.237796,5640.0,0.0,0.0,0.0,620.4620462046205
325,836,CR 400 N & CR 800 W,40.52429555,-86.28058161,1200.0,1800.0,0.0,0.0,330.03300330033005
326,838,1947 E Division Rd,40.43992458,-84.9408115,0.0,7680.0,0.0,0.0,844.8844884488449
327,842,6515 W CR 300 N,40.149242,-85.795927,2125.0,0.0,960.0,8.0,596.3201938171346
328,843,429 E CR 500 S,40.923319,-87.383055,7594.0,7832.0,0.0,0.0,1697.029702970297
329,846,8628 W CR 250 S,40.51107326,-86.68787956,1200.0,3600.0,0.0,0.0,528.0528052805281
330,849,2262 E CR 500 N,38.630014,-86.41674,0.0,1620.0,3745.0,0.0,1580.8395446286202
331,852,2692 W  CR 1000 N,39.534614,-87.15693,0.0,800.0,879.0,0.0,417.2222840261554
332,854,5526 N Knox Rd,38.5040273,-87.27695908,900.0,0.0,3146.0,0.0,1277.2870545481514
333,857,331 W CR 650 S,40.34522706,-84.9925295,750.0,1850.0,248.0,0.0,378.91249799137216
334,864,CR 400 N & CR 880 E,39.408016,-85.320604,1000.0,2300.0,95.0,0.0,398.61682797493233
335,867,8480 W SR 56,38.435852,-87.063577,4120.0,0.0,0.0,0.0,453.24532453245325
336,876,7981 N CR 900 W,40.882035,-86.545501,0.0,10000.0,0.0,0.0,1100.1100110011
337,877,6619 S CR 300 E,40.730462,-85.734673,0.0,1900.0,1420.0,0.0,740.8561080827184
338,885,6704 S Middle Hart St Rd,38.580558,-87.43491,1700.0,11800.0,0.0,0.0,1485.148514851485
339,886,12314 S CR 450 E,39.476196,-86.771707,0.0,180.0,1149.0,0.0,450.13905884970524
340,887,8434 N CR 750 W,40.40954721,-86.64707635,0.0,400.0,1050.0,0.0,437.2628274063361
341,888,69636 CR 23,41.483482,-85.833126,0.0,4200.0,0.0,0.0,462.04620462046205
342,889,7963 N Delaware County Line Rd,40.2771591,-85.21821656,600.0,1500.0,655.0,0.0,476.34145437015616
343,890,4401 N SR 29,40.35072435,-86.39289234,0.0,5500.0,0.0,0.0,605.0605060506051
344,891,5982 W CR 350 N,39.38683,-85.592101,0.0,3360.0,0.0,0.0,369.63696369636966
345,892,3502 N CR 850 W,41.281902,-86.008422,1700.0,2300.0,0.0,0.0,440.04400440044003
346,896,4352 N CR 900 W,40.537706,-86.299441,0.0,4200.0,0.0,0.0,462.04620462046205
347,897,CR 207 & CR 208,38.23625,-86.666347,1000.0,2074.0,320.0,0.0,458.0240046476558
348,899,4816 E CR 1250 N,39.257509,-85.173623,1280.0,2300.0,414.0,0.0,548.8955637136747
349,903,11270 W CR 1100 N,41.509876,-85.638091,1600.0,3400.0,666.0,0.0,799.493207747741
350,909,3872 S Willman Rd,40.39696509,-85.32848187,700.0,2500.0,470.0,0.0,528.0651660671685
351,911,2424 N SR 13,40.913262,-85.753588,0.0,5500.0,0.0,0.0,605.0605060506051
352,918,3676 S SR 9,39.47274111,-85.76388478,795.0,2200.0,0.0,0.0,329.4829482948295
353,922,5400 S CR 1150 E,40.47474448,-85.45546502,0.0,0.0,1954.0,0.0,731.8352059925094
354,925,CR 150 E & CR 650 S,40.66730431,-86.04306495,0.0,2954.0,0.0,0.0,324.972497249725
355,926,CR 275 E & CR 600 S,38.95732265,-86.87709259,0.0,0.0,3722.0,0.0,1394.0074906367042
356,930,CR 700 W & CR 1100 N,40.714417,-86.659811,0.0,9400.0,0.0,0.0,1034.103410341034
357,931,12055 N Payne Rd,38.776671,-86.090589,0.0,4400.0,0.0,0.0,484.04840484048407
358,932,661 E Aylesworth Rd,40.200822,-87.25768,0.0,0.0,928.0,0.0,347.5655430711611
359,934,CR 700 W & CR 800 S,40.631676,-85.352848,0.0,4400.0,0.0,0.0,484.04840484048407
360,935,11270 S CR 1000 W 90,40.57700671,-85.40976164,0.0,8000.0,0.0,0.0,880.0880088008801
361,938,1100 N & CR 125 W,40.5618,-86.548547,2400.0,4900.0,0.0,0.0,803.080308030803
362,939,5288 N CR 1000 W,39.10031,-87.122477,0.0,10750.0,0.0,0.0,1182.6182618261826
363,940,1333 E CR 300 S,40.702203,-84.911039,4000.0,2800.0,0.0,0.0,748.0748074807481
364,943,2820 N CR 600 E,40.58790934,-86.41061939,0.0,9240.0,0.0,0.0,1016.5016501650165
365,946,10831 N CR 650 E,40.90927826,-86.74644269,0.0,4400.0,0.0,0.0,484.04840484048407
366,947,6256 N CR 150 E,40.917469,-85.774641,0.0,4400.0,0.0,0.0,484.04840484048407
367,948,4257 E CR 1000 S,40.605797,-86.786156,0.0,9240.0,0.0,0.0,1016.5016501650165
368,950,7200 N CR 50 W,39.717644,-85.456123,0.0,8800.0,0.0,0.0,968.0968096809681
369,951,CR 400 N & CR 550 W,39.69752065,-85.24360731,0.0,4000.0,0.0,0.0,440.04400440044003
370,952,3522 N Henry Rd,39.6774,-85.053492,0.0,8800.0,0.0,0.0,968.0968096809681
371,953,5750 W CR 600 S,40.077041,-85.089006,19200.0,0.0,0.0,0.0,2112.2112211221124
372,954,10475 E CR 700 N,40.852587,-86.670084,0.0,8400.0,0.0,0.0,924.0924092409241
373,955,9852 N CR 100 E,40.30707,-84.95743,400.0,1200.0,418.0,2.0,333.3209725466929
374,956,4491 E CR 350 S,40.48188,-86.458861,0.0,8800.0,0.0,0.0,968.0968096809681
375,960,972 N Beaver Lake Rd,38.39470875,-86.8091509,1300.0,1800.0,400.0,0.0,490.8468374927381
376,961,4290 W CR 400 N,40.882814,-85.874761,0.0,4400.0,0.0,0.0,484.04840484048407
377,962,4001 W CR 100 S,40.532951,-86.601205,0.0,4400.0,0.0,0.0,484.04840484048407
378,965,1768 S CR 75 W,40.724206,-86.885419,1000.0,3500.0,0.0,0.0,495.0495049504951
379,966,CR 300 W & CR 800 N,40.94197284,-85.85037711,0.0,4500.0,0.0,0.0,495.0495049504951
380,967,3779 S Schoolhouse rd,38.62223,-87.55553,1200.0,1750.0,275.0,25.0,436.89200380712225
381,971,501 E CR 900 S,40.611017,-85.211681,0.0,8800.0,0.0,0.0,968.0968096809681
382,975,4063 S CR 200 E,40.682604,-85.183754,0.0,8800.0,0.0,0.0,968.0968096809681
383,976,6343 S CR 500 E,40.650125,-85.125874,0.0,8800.0,0.0,0.0,968.0968096809681
384,977,9492 S CR 900 W 90,40.603481,-85.155594,0.0,8800.0,0.0,0.0,968.0968096809681
385,978,8559 S CR 100 W,39.211961,-85.498704,0.0,4000.0,0.0,0.0,440.04400440044003
386,980,12700 N CR 700 W,39.950609,-87.375287,915.0,2140.0,5776.0,0.0,2499.379488510649
387,985,7251 N US Hwy 421,40.652995,-86.734132,8800.0,8800.0,0.0,0.0,1936.1936193619363
388,986,2870 S CR 1000 W,41.599033,-85.618735,2200.0,2200.0,0.0,0.0,484.04840484048407
389,989,9962 N CR 800 W,40.471395,-87.47363,0.0,10560.0,0.0,0.0,1161.7161716171618
390,990,6501 CR S 400 E,40.45286489,-86.44916222,0.0,8800.0,0.0,0.0,968.0968096809681
391,991,11683 E CR 550 E,40.832394,-86.644554,0.0,8400.0,0.0,0.0,924.0924092409241
392,994,CR 300 S & CR 500 W,40.690908,-85.316945,0.0,4000.0,0.0,0.0,440.04400440044003
393,996,3523 E CR 1600 N,40.998373,-86.010178,640.0,2129.0,388.0,0.0,449.9388141061297
394,998,5891 W CR 1000 N,41.492493,-85.536865,0.0,4400.0,0.0,0.0,484.04840484048407
395,1002,CR 800 N & CR 900 E,40.86906795,-86.70613837,0.0,8000.0,0.0,0.0,880.0880088008801
396,1006,4251 N CR 550 W,40.502664,-85.08534,0.0,4000.0,0.0,0.0,440.04400440044003
397,1010,2385 E CR 600 N,41.389487,-86.651997,2400.0,2400.0,0.0,0.0,528.0528052805281
398,1014,8633 E CR 200 S,39.756667,-85.640106,0.0,8000.0,0.0,0.0,880.0880088008801
399,1015,8218 W CR 600 S,39.248368,-85.633166,0.0,4400.0,0.0,0.0,484.04840484048407
400,1016,CR 300 S & CR 500 W,40.692175,-85.316965,0.0,4000.0,0.0,0.0,440.04400440044003
401,1017,251 S CR 850 W,40.430432,-85.140658,0.0,8800.0,0.0,0.0,968.0968096809681
402,1018,903 S CR 450 W,38.365237,-86.989064,0.0,6600.0,0.0,0.0,726.072607260726
403,1020,3601 W CR 1500 N,40.982176,-86.141763,0.0,4400.0,0.0,0.0,484.04840484048407
404,1021,CR 600 N & CR 700 W,40.831058,-87.005615,0.0,4800.0,0.0,0.0,528.0528052805281
405,1022,Bath Rd & Powell Rd,39.523862,-84.957426,0.0,4800.0,0.0,0.0,528.0528052805281
406,1023,7810 E CR 900 S,40.628863,-86.223697,4400.0,4400.0,0.0,0.0,968.0968096809681
407,1024,S Dutch Hinkle Rd & CR 1250 S,38.546876,-87.312865,0.0,10920.0,0.0,0.0,1201.3201320132014
408,1025,CR 550 E & CR 1000 S,40.596887,-85.11831,0.0,8800.0,0.0,0.0,968.0968096809681
409,1027,CR 550 N & CR 650 W,40.235872,-85.097292,0.0,8800.0,0.0,0.0,968.0968096809681
410,1028,6342 W CR 600 S,40.205791,-86.62372,0.0,10000.0,0.0,0.0,1100.1100110011
411,1029,7338 S CR 400 E,40.3456,-84.9007,0.0,9900.0,0.0,0.0,1089.1089108910892
412,1030,N SR 15 & CR 1300 N,41.019831,-85.897381,0.0,9600.0,0.0,0.0,1056.1056105610562
413,1031,2321 N CR 250 W,40.213499,-87.310131,0.0,8800.0,0.0,0.0,968.0968096809681
414,1032,1773 N CR 100 E,40.572032,-86.505926,0.0,4400.0,0.0,0.0,484.04840484048407
415,1036,4236 N CR 100 W,40.825195,-86.093418,0.0,7700.0,0.0,0.0,847.0847084708471
416,1041,6599 E CR 900 S,40.615849,-84.809521,0.0,5120.0,0.0,0.0,563.2563256325633
417,1042,2975 N CR 100 E,41.345005,-86.678513,0.0,8800.0,0.0,0.0,968.0968096809681
418,1043,19102 Bull Rapids Rd,41.26638,-84.900649,4000.0,7020.0,0.0,0.0,1212.3212321232124
419,1044,291 E CR 100 N,38.895928,-86.033457,0.0,8000.0,0.0,0.0,880.0880088008801
420,1045,2756 N CR 300 W,38.916793,-86.094606,0.0,4400.0,0.0,0.0,484.04840484048407
421,1046,492 W CR 300 N,40.868889,-85.801622,0.0,4400.0,0.0,0.0,484.04840484048407
422,1047,CR 300 S & CR 750 E,38.837211,-85.870995,0.0,4400.0,0.0,0.0,484.04840484048407
423,1048,4899 S CR 625 E,38.811908,-85.91589,0.0,8000.0,0.0,0.0,880.0880088008801
424,1049,CR 400 W & CR 570 N,38.461175,-86.974447,1100.0,1600.0,390.0,0.0,443.0971187006341
425,1052,5474 S CR 175 W,40.467879,-86.557798,0.0,4400.0,0.0,0.0,484.04840484048407
426,1053,5432 S CR 1100 W,40.08539,-85.188762,0.0,8000.0,0.0,0.0,880.0880088008801
427,1054,1601 E CR 900 N,40.899434,-86.347664,0.0,8760.0,0.0,0.0,963.6963696369637
428,1055,6770 N CR 600 W,41.4498377,-85.53821412,4400.0,4400.0,0.0,0.0,968.0968096809681
429,1057,9300 W CR 700 N,40.26632439,-85.15461524,0.0,8800.0,0.0,0.0,968.0968096809681
430,1061,Park Rd & CR 100 S,39.00602502,-86.85359619,2000.0,0.0,726.0,0.0,491.9321145597706
431,1062,CR 100 W & CR 850 N,40.661686,-86.547265,0.0,9240.0,0.0,0.0,1016.5016501650165
432,1063,US Hwy 6 & CR 500 E,41.45795,-85.326112,0.0,0.0,994.0,0.0,372.28464419475654
433,1066,3081 N CR 100 W,40.496033,-85.389094,0.0,6500.0,0.0,0.0,715.0715071507151
434,1067,4629 W SR 44,39.588953,-85.532755,0.0,3210.0,0.0,0.0,353.1353135313531
435,1070,CR 850 E & CR 1900 N,38.159479,-86.894013,960.0,1550.0,360.0,0.0,410.9590734354334
436,1071,4491 W CR 1200 S,39.213877,-87.19392,5200.0,0.0,0.0,0.0,572.057205720572
437,1072,CR 100 W & CR 500 N,40.897714,-85.8177,4000.0,400.0,0.0,0.0,484.04840484048407
438,1073,6700 S CR 100 E,39.944196,-86.883526,0.0,8000.0,0.0,0.0,880.0880088008801
439,1074,4492 E CR 500 N,40.61947,-86.439403,0.0,8800.0,0.0,0.0,968.0968096809681
440,1077,1755 S Shoop Rd,40.72551,-86.917108,0.0,9600.0,0.0,0.0,1056.1056105610562
441,1079,11511 S CR 100 E 90,40.57239977,-85.20258837,0.0,8800.0,0.0,0.0,968.0968096809681
442,1082,10912 W CR 1000 S 90,40.595675,-85.425649,0.0,17280.0,0.0,0.0,1900.990099009901
443,1083,458 N CR 400 W,40.755935,-86.948327,0.0,3000.0,0.0,0.0,330.03300330033005
444,1086,7411 N CR 600 E,40.27172304,-84.86214982,0.0,4000.0,0.0,0.0,440.04400440044003
445,1090,19318 Ward Rd,41.1675,-84.89532,0.0,4200.0,0.0,0.0,462.04620462046205
446,1092,5565 W CR 200 N,40.772612,-85.045831,0.0,5440.0,0.0,0.0,598.4598459845985
447,1095,2714 N CR 750 W,40.455597,-87.045692,0.0,4400.0,0.0,0.0,484.04840484048407
448,1097,5071 E CR 800 N,39.72954,-85.35048,0.0,4200.0,0.0,0.0,462.04620462046205
449,1102,6224 S CR 400 W,41.141223,-85.908859,0.0,9240.0,0.0,0.0,1016.5016501650165
450,1103,9710 S CR 100 E,41.091371,-85.816166,0.0,4620.0,0.0,0.0,508.25082508250824
451,1104,9710 S CR 100 E,41.091371,-85.816166,0.0,4620.0,0.0,0.0,508.25082508250824
452,1106,6100 W CR 200 N,41.67096888,-85.10494257,0.0,4800.0,0.0,0.0,528.0528052805281
453,1108,2809 W CR 950 S,40.280779,-86.954889,0.0,9240.0,0.0,0.0,1016.5016501650165
454,1109,CR 200 W & CR 800 N,41.474896,-85.462061,0.0,9000.0,0.0,0.0,990.0990099009902
455,1111,CR 150 E & CR 500 N,40.89856475,-85.75743098,600.0,2400.0,0.0,0.0,330.03300330033005
456,1112,CR 50 S & CR 600 W,40.422304,-85.095043,0.0,8800.0,0.0,0.0,968.0968096809681
457,1113,1500  S CR 500 W,40.415515,-85.076043,0.0,8600.0,0.0,0.0,946.0946094609461
458,1117,7131 S CR 600 W,40.335066,-85.093759,0.0,4000.0,0.0,0.0,440.04400440044003
459,1118,CR 150 W & CR 500 N,40.24187,-85.004839,0.0,8800.0,0.0,0.0,968.0968096809681
460,1119,5329 N CR 550 E,38.434734,-87.463528,0.0,4424.0,0.0,0.0,486.6886688668867
461,1120,S Base Rd & CR 450 S,39.53988,-85.449359,0.0,4000.0,0.0,0.0,440.04400440044003
462,1123,5383 E CR 700 N,40.844923,-85.121364,8800.0,8800.0,0.0,0.0,1936.1936193619363
463,1128,5625 S SR 29,40.466369,-86.39271,0.0,4400.0,0.0,0.0,484.04840484048407
464,1131,CR 450 W & CR 900 N,41.487433,-85.510397,0.0,4000.0,0.0,0.0,440.04400440044003
465,1132,7772 S CR 1000 W,40.325292,-85.1684,0.0,4000.0,0.0,0.0,440.04400440044003
466,1133,2719 S CR 100 W,40.507766,-86.544153,0.0,4400.0,0.0,0.0,484.04840484048407
467,1135,5120 E CR 300 S,40.503195,-86.426225,0.0,9240.0,0.0,0.0,1016.5016501650165
468,1140,SR 14 & CR 200 W,41.071978,-85.872935,6000.0,0.0,0.0,0.0,660.0660066006601
469,1141,4920 W Pook Rd,41.091338,-85.586954,1200.0,2400.0,0.0,0.0,396.03960396039605
470,1142,503 W CR 500 N,40.523056,-85.37926,0.0,9240.0,0.0,0.0,1016.5016501650165
471,1143,5731 W CR 600 N,40.634652,-86.63121,0.0,4620.0,0.0,0.0,508.25082508250824
472,1147,3465 N SR 15,40.875223,-85.887991,150.0,5040.0,15.0,0.0,576.5750732376608
473,1149,11385 W CR 800 S,41.524997,-85.642226,2200.0,2200.0,0.0,0.0,484.04840484048407
474,1150,497 S CR 650 W,41.344872,-85.537512,4480.0,12000.0,1350.0,10.0,2322.3445940099627
475,1152,3042 N CR 425 W,39.805613,-86.60033,0.0,8000.0,0.0,0.0,880.0880088008801
476,1153,CR 600 S & CR 1225 W,38.244967,-87.535375,2500.0,1955.0,6512.0,0.0,2929.0503207624133
477,1154,10684 W CR 1000 N,40.693024,-86.730494,8800.0,8800.0,0.0,0.0,1936.1936193619363
478,1156,4865 E CR 400 S,40.382138,-84.883696,0.0,5840.0,0.0,0.0,642.4642464246425
479,1160,4476 N CR 700 E,39.54488808,-85.97126557,4780.0,4910.0,0.0,0.0,1066.006600660066
480,1161,2568 W CR 350 N,40.5011348,-85.41911488,8208.0,0.0,0.0,0.0,902.970297029703
481,1164,4030 N CR 900 E,40.498696,-86.73282,1600.0,3200.0,0.0,0.0,528.0528052805281
482,1166,1221 E SR 244,39.49742019,-85.41876285,0.0,9000.0,0.0,0.0,990.0990099009902
483,1167,10500 N CR 400 E,40.921954,-86.00152,0.0,5200.0,0.0,0.0,572.057205720572
484,1168,4491 E CR 350 S,40.496074,-86.439744,0.0,8800.0,0.0,0.0,968.0968096809681
485,1177,9774 S CR 350 W,39.470851,-85.506934,0.0,7140.0,0.0,0.0,785.4785478547855
486,1179,2301 N CR 1200 W,41.047965,-87.275991,1375.0,625.0,2942.0,0.0,1321.89466137625
487,1181,7337 E CR 200 S,40.517885,-86.384779,0.0,8800.0,0.0,0.0,968.0968096809681
488,1183,16308 N CR 800 E,38.89166945,-87.01747778,1500.0,2400.0,0.0,0.0,429.042904290429
489,1185,CR 300 S & CR 350 W,40.510736,-86.591427,0.0,12000.0,0.0,0.0,1320.1320132013202
490,1187,7623 S CR 700 E,40.329263,-84.84007,0.0,4000.0,0.0,0.0,440.04400440044003
491,1190,11480 N CR 500 E,39.153957,-85.517147,0.0,4000.0,0.0,0.0,440.04400440044003
492,1191,3235 S CR 500 W,40.392456,-85.074118,0.0,4000.0,0.0,0.0,440.04400440044003
493,1192,7990 N CR 400 E,41.121705,-86.969228,0.0,0.0,2496.0,0.0,934.8314606741574
494,1193,CR 450 E & CR 800 S,40.04368121,-84.89341169,0.0,400.0,3200.0,0.0,1242.5062730992202
495,1195,12614 N CR 500 E,40.951402,-85.983409,0.0,8640.0,0.0,0.0,950.4950495049505
496,1196,7496 N CR 200 E,40.935203,-85.759535,0.0,4400.0,0.0,0.0,484.04840484048407
497,1198,1064 S CR 150 E,40.99447555,-87.01728658,8000.0,360.0,2848.0,0.0,1986.3586358635864
498,1199,8953 Williams Rd,38.813459,-86.624693,0.0,8100.0,0.0,0.0,891.0891089108911
499,1200,8670 E CR 400 N,40.501015,-84.81401,0.0,3000.0,0.0,0.0,330.03300330033005
500,1201,2617 W CR 1400 S,39.184344,-87.159942,5200.0,0.0,0.0,0.0,572.057205720572
501,1203,741 S CR 875 E,39.37478307,-86.946871,1200.0,2000.0,300.0,0.0,464.3947540821498
502,1205,3941 N CR 800 W,40.37432552,-87.472464,2200.0,5000.0,0.0,0.0,792.0792079207921
503,1208,CR 300 S & CR 700 W,39.99846652,-87.04340311,1800.0,2320.0,0.0,0.0,453.24532453245325
504,1211,CR 50 N & CR 750 W,39.339492,-85.626086,0.0,4000.0,0.0,0.0,440.04400440044003
505,1217,6464 E CR 200 N,40.46976,-84.855317,0.0,4000.0,0.0,0.0,440.04400440044003
506,1218,5781 N CR 550 E,40.524333,-84.876628,0.0,4800.0,0.0,0.0,528.0528052805281
507,1219,CR 700 W 90 & CR 800 S 90,40.631167,-85.344973,0.0,8800.0,0.0,0.0,968.0968096809681
508,1220,4516 N CR 700 E,40.499695,-84.856617,0.0,4800.0,0.0,0.0,528.0528052805281
509,1224,CR 300 W & CR 1100 S,40.879167,-85.226934,0.0,8800.0,0.0,0.0,968.0968096809681
510,1225,9975 W CR 200 S,40.400735,-85.167797,0.0,8800.0,0.0,0.0,968.0968096809681
511,1228,3142 W CR 300 S,39.568316,-85.501912,0.0,4000.0,0.0,0.0,440.04400440044003
512,1231,8300 W CR 300 S,40.12420189,-85.13329474,19200.0,0.0,0.0,0.0,2112.2112211221124
513,1232,5815 E SR 164,38.38875817,-86.79303419,4000.0,0.0,0.0,0.0,440.04400440044003
514,1233,1322 N CR 300 W,40.45720138,-85.03949245,6000.0,0.0,0.0,0.0,660.0660066006601
515,1234,1730 N CR 375 W,40.188223,-85.049589,19200.0,0.0,0.0,0.0,2112.2112211221124
516,1235,3725 W CR 400 S,40.188202,-85.0496,430.0,1470.0,5842.0,0.0,2397.0358833636174
517,1238,Snowden Rd & CR 200 E,39.52445699,-84.89145289,0.0,8000.0,0.0,0.0,880.0880088008801
518,1239,CR 350 S & CR 1150 E,38.312792,-87.359092,0.0,4400.0,0.0,0.0,484.04840484048407
519,1240,CR 500 S & CR 1050 W,40.230764,-86.208137,2600.0,3400.0,808.0,0.0,962.6877294471021
520,1241,2751 W Hibbs Rd,39.975366,-87.39034,450.0,0.0,3236.0,0.0,1261.4899692216413
521,1242,1945 E CR 550 N,39.064769,-85.576041,4000.0,0.0,0.0,0.0,440.04400440044003
522,1243,5373 W CR 100 N,40.561946,-86.62768,0.0,6600.0,0.0,0.0,726.072607260726
523,1251,CR 100 E & CR 300 N,40.87647879,-85.77597724,0.0,4400.0,0.0,0.0,484.04840484048407
524,1257,4634 W CR 325 S,40.703228,-86.959341,0.0,3200.0,0.0,0.0,352.035203520352
