ID_WSER,Owner Name,System Name,City,Province,Latitude,Longitude,System status,CDUID,CDNAME,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019,Units
26863,Iskatewizaagegan wwtp,Iskatewizaagegan 39 WWTF,kejick,ON,49.6368,-95.0365,operational,3560,Kenora,,,,,,,,thousand m3
26879,SMSI Travel Centres Inc.,Ingersoll Travel Plaza WWTP,Ingersoll,ON,43.0562,-80.8148,operational,3532,Oxford,38.202200000000005,37.8244,36.9504,36.6319,32.8541,37.4225,10.8099,thousand m3
26916,Naotkamegwanning First Nation,Whitefish Bay Wastewater System,Pawitik,ON,49.4102,-93.9532,operational,3560,Kenora,,,,,16.38,32.94,48.959999999999994,thousand m3
27000,Wabaseemoong Independent Nation Wastewater Treatment Facility,Wabaseemoong WWTP,Whitedog,ON,50.1288,-94.9532,operational,3560,Kenora,,,,,,,,thousand m3
27001,Ochiichag WWT,WWT Lagoon,Dalles,ON,49.9061,-94.5402,operational,3560,Kenora,,,,,,,,thousand m3
27037,Wikwemikong Unceded Indian Reserve,Wikwemikong Wastewater Treatment Plant,Wikwemikong,ON,45.8019,-81.7162,operational,3551,Manitoulin,60.1451,271.35609999999997,252.833,247.66500000000002,290.511,261.866,300.76300000000003,thousand m3
27092,The City of North Bay,North Bay Wastewater Treatment Plant,North Bay,ON,46.3019,-79.462,operational,3548,Nipissing,15086.0,15289.753,13950.409,12392.025,13359.214,11405.491,13032.944,thousand m3
27986,Corporation of Municipality of Arran-Elderslie,Chesley Sewage Works,Chesley,ON,44.2921,-81.1114,operational,3541,Bruce,555.691,520.493,401.758,464.579,509.817,429.19,475.533,thousand m3
27987,Corporation of Municipality of Arran-Elderslie,Tara Sewage Lagoon,Tara,ON,44.4688,-81.1578,operational,3541,Bruce,147.798,120.20400000000001,118.125,110.64,178.974,130.828,151.939,thousand m3
27988,Corporation of Municipality of Arran-Elderslie,Paisley Sewage Treatment Plant,Paisley,ON,44.3157,-81.2717,operational,3541,Bruce,161.928,149.85500000000002,124.404,131.478,147.17000000000002,162.995,119.614,thousand m3
28004,Corp. of the City of Timmins,Whitney-Tisdale WPCP,South Porcupine,ON,48.5034,-81.163,operational,3556,Cochrane,,1739.096,1690.0520000000001,1508.2359999999999,2201.33,2815.856,2929.984,thousand m3
28036,Township of South Glengarry,Lancaster WWTP,Lancaster,ON,45.1468,-74.4925,operational,3501,"Stormont, Dundas and Glengarry",442.57,26.6725,283.113,315.25600000000003,270.137,313.363,330.635,thousand m3
28037,Township of South Glengarry,Glen Walter WWTP,Glen Walter,ON,45.0335,-74.6338,operational,3501,"Stormont, Dundas and Glengarry",209.764,221.313,213.92260000000002,209.338,286.661,265.089,285.4,thousand m3
28038,Township of South Glengarry,Green Valley WWTP,Green Valley,ON,45.2551,-74.5728,operational,3501,"Stormont, Dundas and Glengarry",125.802,143.044,71.2796,96.83,113.86,97.784,104.941,thousand m3
28039,Corp. of the City of Timmins,Bob's Lake Sewage Lagoon,Porcupine,ON,48.49,-81.157,operational,3556,Cochrane,,101.151,73.433,144.26670000000001,63.064,71.20700000000001,99.735,thousand m3
28196,The Corporation of the Municipality of Central Elgin,Port Stanley Wastewater Treatment Facility,Southwold,ON,42.6762,-81.234,operational,3534,Elgin,289.174,396.272,248.162,331.808,462.719,438.9406,568.459,thousand m3
28197,The Corporation of the Municipality of Central Elgin,Belmont Wastewater Treatment Facility,Central Elgin,ON,42.8692,-81.0998,operational,3534,Elgin,256.906,257.937,181.661,207.186,216.721,203.89000000000001,332.622,thousand m3
28254,The Corporation of the Township of Ramara,Lagoon City Sewage Treatment Plant,Ramara,ON,44.5582,-79.2072,operational,3543,Simcoe,519.3240000000001,625.513,507.382,471.70770000000005,561.9490000000001,513.8,519.9250000000001,thousand m3
28420,CORPORATION OF THE TOWN OF HAWKESBURY,Hawkesbury Wastewater Plant,Hawkesbury,ON,45.6119,-74.5964,operational,3502,Prescott and Russell,2404.852,2328.304,2847.672,3497.6270000000004,3138.078,2577.746,2640.286,thousand m3
28444,The Corporation of the Township of North Glengarry,Alexandria Sewage Works,Alexandria,ON,45.3228,-74.6172,operational,3501,"Stormont, Dundas and Glengarry",1594.6485,1295.7899,1123.3825000000002,869.4240000000001,1701.2011000000002,1240.2677,1717.1025,thousand m3
28446,The Corporation of the Township of North Glengarry,Maxville Sewage Works,Maxville,ON,45.317,-74.8883,operational,3501,"Stormont, Dundas and Glengarry",139.8006,246.86860000000001,144.6479,210.88,249.531,237.322,210.512,thousand m3
28471,Township of Bonnechere Valley,Eganville Sewage Treatment Plant,Eganville,ON,45.5369,-77.0955,operational,3547,Renfrew,196.137,213.749,183.422,218.346,229.4088,191.60500000000002,246.99800000000002,thousand m3
28536,The Corporation of the Municipality of Wawa,Wawa Sewage Treatment Facility,Wawa,ON,47.9831,-84.7935,operational,3557,Algoma,766.9250000000001,819.96,913.011,880.898,676.077,758.113,796.572,thousand m3
28594,Village of Casselman,Casselman Waste Treatment,Casselman,ON,45.3256,-75.0792,operational,3502,Prescott and Russell,459.582,449.402,454.983,404.94800000000004,528.542,545.92,525.8,thousand m3
28893,Lac La Croix First Nation,Lac La Croix Lagoon,fort frances,ON,48.3857,-92.1655,operational,3559,Rainy River,,,,,,,,thousand m3
28898,The Corporation of the City of Elliot Lake,Esten Lake Sewage Treatment Plant,Elliot Lake,ON,46.3531,-82.6436,operational,3557,Algoma,2732.339,1894.625,2016.093,2133.82,2415.3360000000002,2411.741,3057.762,thousand m3
28907,Corporation of the Municipality of West Nipissing,Sturgeon Falls,Sturgeon Falls,ON,46.3616,-79.9403,operational,3548,Nipissing,2419.432,2372.195,2007.193,2020.949,2218.764,1981.19,2209.45,thousand m3
29412,Rainy River First Nation,Rainy River First Nation Lagoon,emo,ON,48.6349,-93.9209,operational,3559,Rainy River,13.0,13.0,26.0,13.0,,,,thousand m3
29577,The Corporation of the City of Quinte West,Stonecrest Estates Sewage Treatment Plant,Quinte West (Bayside),ON,44.1231,-77.477,operational,3512,Hastings,,,,,,,,thousand m3
29613,The Corporation of the City of Kingston,Cana Wastewater Treatment Plant,Kingston,ON,44.2994,-76.429,operational,3510,Frontenac,,,,,,46.107600000000005,36.3055,thousand m3
29692,The Corporation of the Municipality of Trent Hills,Warkworth Waste Stabilization Ponds,Warkworth,ON,44.2009,-77.8762,operational,3514,Northumberland,32.85,50.714,44.2575,35.405,44.895,65.33500000000001,52.56,thousand m3
29719,The Corporation of the Municipality of St.-Charles,St. Charles Sewage Lagoon,St. Charles,ON,46.2905,-80.3709,operational,3552,Sudbury,,,,0.0,,0.0,0.0,thousand m3
29761,Municipality of Grey Highlands,Flesherton Wastwater Treatment Plant,Flesherton,ON,44.2626,-80.5644,operational,3542,Grey,46.867000000000004,71.763,57.617000000000004,70.626,69.01,53.613,32.563,thousand m3
29763,Regional Municipality of Durham,Nonquon WPCP (new),Port Perry,ON,44.12,-78.9713,operational,3518,Durham,,,,,1071.52,1073.179,1098.7020000000002,thousand m3
29993,Municipality of Thames Centre,Thorndale Wastewater Treatment Plant,Thorndale,ON,43.0951,-81.1643,operational,3539,Middlesex,,,,,79.25,91.0523,107.13300000000001,thousand m3
30444,Muskrat Dam First Nation (213),Muskrat Dam Lagoon,Muskrat Dam,ON,53.4106,-91.7727,operational,3560,Kenora,,,,,,,,thousand m3
30445,Pikangikum First Nation (208),Pikangikum Lagoon,Pikangikum,ON,51.8073,-93.9662,operational,3560,Kenora,,,,,,,,thousand m3
30468,Kiashke Zaaging Anishinaabek,Gull Bay Wastewater Lagoon,Gull Bay First Nation,ON,49.8063,-89.1153,operational,3558,Thunder Bay,,,,68.0,,,,thousand m3
30492,Deer Lake First Nation,Deer Lake RBC,Deer Lake,ON,52.6188,-94.0507,operational,3560,Kenora,,,,,,,,thousand m3
30493,Poplar Hill First Nation,Poplar Hill RBC Plant,Poplar Hill First Nation,ON,52.0986,-94.3087,operational,3560,Kenora,,,,,,,,thousand m3
30494,Fort Severn First Nation,Fort Severn Lagoon,Fort Severn,ON,56.0004,-87.6289,operational,3560,Kenora,,,,,,,,thousand m3
30495,Keewaywin First Nation,Keewaywin Lagoon,Keewaywin FN,ON,53.0144,-92.7847,operational,3560,Kenora,,,,,,,,thousand m3
30496,North Spirit Lake First Nation,North Spirit Lake RBC,North Spirit Lake,ON,52.5098,-93.019,operational,3560,Kenora,,,,,,,,thousand m3
30578,Aroland First Nation,Aroland Lagoon,Aroland First Nation,ON,50.224,-86.9631,operational,3558,Thunder Bay,,,,,,,,thousand m3
30579,Eabametoong First Nation,Eabametoong Lagoon,Eabametoong,ON,51.5649,-87.8763,operational,3560,Kenora,,,,,,,,thousand m3
30580,Marten Falls First Nation,Marten Falls Lagoon,Marten Falls First Nation,ON,51.6319,-85.9112,operational,3560,Kenora,,,,,,,,thousand m3
30794,Ontario Infrastructure and Lands Corporation,Waypoint Wastewater Treatment Plant,Penetanguishene,ON,44.8059,-79.9301,operational,3543,Simcoe,,,,,,56.3193,68.92750000000001,thousand m3
36815,Wauzhushk Onigum,Rat Portage Waste Water RBC,Wauzhushk Onigum First Nation,ON,49.4435,-94.2854,operational,3560,Kenora,,,,,,,47.447,thousand m3
43860,Township of East-Hawkesbury,Chute à Blondeau WPCP,Chute à Blondeau,ON,45.588,-74.465,operational,3502,Prescott and Russell,,,,,,9.111,23.977,thousand m3
43869,Attawapiskat First Nation,Attawapiskat Lagoon,Attawapiskat,ON,52.9314,-82.9362,operational,3560,Kenora,,,,,,,,thousand m3
43870,Fort Albany First Nation,FAFN Lagoon,Fort Albany,ON,52.2073,-81.6677,operational,3556,Cochrane,,,,,,,,thousand m3
43872,Kashechewan First Nation,Kashchewan Lagoon,Kashechewan,ON,52.3022,-81.6265,operational,3560,Kenora,,,,,,,,thousand m3
48897,Cat Lake First Nation,Cat Lake,Cat Lake,ON,51.7291,-91.8094,operational,3560,Kenora,,,,,,,,thousand m3
49896,Sachigo Lake First Nation,Sachigo First Nation,Sachigo First Nation,ON,53.8799,-92.1692,operational,3560,Kenora,,,,,,65.0,65.0,thousand m3
51896,Bearskin Lake First Nation,Bearskin Lake Lagoon,Bearskin Lake,ON,53.9307,-90.9845,operational,3560,Kenora,,,,,,,,thousand m3
51897,North Caribou First Nation,North Caribou Lagoon,North Caribou Lake,ON,52.9616,-91.3393,operational,3560,Kenora,,,,,,0.0,0.32,thousand m3
53956,Sandy Lake FN,Sandy Lake FN Lagoon,Sandy Lake,ON,53.0601,-93.2982,operational,3560,Kenora,,,,,,,,thousand m3
56359,Town of Mattawa,Mattawa Wastewater Treatment Lagoon,Mattawa,ON,46.3118,-78.731,operational,3548,Nipissing,,,,,,,366.741,thousand m3
56861,Big Trout Lake First Nation,K.I. Wastewater System,Big Trout Lake,ON,53.8222,-89.9098,operational,3560,Kenora,,,,,,,,thousand m3
58462,Regional Municipality of Niagara,Niagara-on-the-Lake WWTP,Niagara-on-the-Lake,ON,43.2545,-79.1118,operational,3526,Niagara,,,,,,,,thousand m3
58813,Town of Amherstburg,Big Creek Marsh STP,Amherstburg,ON,42.0389,-83.0781,operational,3537,Essex,,,,,,,42.4623,thousand m3
23847,,,,,,,,,,0.0,,,,,,,thousand m3
25662,,,,,,,,,,0.0,0.0,,,,,,thousand m3
