,AUs,kgPin/year
0,167.66823932623336,2835.3867595782576
1,167.66823932623336,2835.3867595782576
2,167.66823932623336,2835.3867595782576
3,167.66823932623336,2835.3867595782576
4,167.66823932623336,2835.3867595782576
5,167.66823932623336,2835.3867595782576
6,167.66823932623336,2835.3867595782576
7,167.66823932623336,2835.3867595782576
8,167.66823932623336,2835.3867595782576
9,167.66823932623336,2835.3867595782576
10,167.66823932623336,2835.3867595782576
11,167.66823932623336,2835.3867595782576
12,167.66823932623336,2835.3867595782576
13,167.66823932623336,2835.3867595782576
14,167.66823932623336,2835.3867595782576
15,167.66823932623336,2835.3867595782576
16,167.66823932623336,2835.3867595782576
17,167.66823932623336,2835.3867595782576
18,167.66823932623336,2835.3867595782576
19,167.66823932623336,2835.3867595782576
20,167.66823932623336,2835.3867595782576
21,167.66823932623336,2835.3867595782576
22,167.66823932623336,2835.3867595782576
23,167.66823932623336,2835.3867595782576
24,167.66823932623336,2835.3867595782576
25,167.66823932623336,2835.3867595782576
26,167.66823932623336,2835.3867595782576
27,167.66823932623336,2835.3867595782576
28,167.66823932623336,2835.3867595782576
29,167.66823932623336,2835.3867595782576
30,167.66823932623336,2835.3867595782576
31,167.66823932623336,2835.3867595782576
32,167.66823932623336,2835.3867595782576
33,167.66823932623336,2835.3867595782576
34,167.66823932623336,2835.3867595782576
35,167.66823932623336,2835.3867595782576
36,167.66823932623336,2835.3867595782576
37,167.66823932623336,2835.3867595782576
38,167.66823932623336,2835.3867595782576
39,167.66823932623336,2835.3867595782576
40,167.66823932623336,2835.3867595782576
41,167.66823932623336,2835.3867595782576
42,167.66823932623336,2835.3867595782576
43,167.66823932623336,2835.3867595782576
44,167.66823932623336,2835.3867595782576
45,167.66823932623336,2835.3867595782576
46,167.66823932623336,2835.3867595782576
47,167.66823932623336,2835.3867595782576
48,167.66823932623336,2835.3867595782576
49,167.66823932623336,2835.3867595782576
50,167.66823932623336,2835.3867595782576
51,167.66823932623336,2835.3867595782576
52,167.66823932623336,2835.3867595782576
53,167.66823932623336,2835.3867595782576
54,167.66823932623336,2835.3867595782576
55,167.66823932623336,2835.3867595782576
56,167.66823932623336,2835.3867595782576
57,167.66823932623336,2835.3867595782576
58,167.66823932623336,2835.3867595782576
59,167.66823932623336,2835.3867595782576
60,167.66823932623336,2835.3867595782576
61,167.66823932623336,2835.3867595782576
62,167.66823932623336,2835.3867595782576
63,167.66823932623336,2835.3867595782576
64,167.66823932623336,2835.3867595782576
65,167.66823932623336,2835.3867595782576
66,167.66823932623336,2835.3867595782576
67,167.66823932623336,2835.3867595782576
68,167.66823932623336,2835.3867595782576
69,167.66823932623336,2835.3867595782576
70,167.66823932623336,2835.3867595782576
71,167.66823932623336,2835.3867595782576
72,167.66823932623336,2835.3867595782576
73,167.66823932623336,2835.3867595782576
74,167.66823932623336,2835.3867595782576
75,167.66823932623336,2835.3867595782576
76,167.66823932623336,2835.3867595782576
77,167.66823932623336,2835.3867595782576
78,167.66823932623336,2835.3867595782576
79,167.66823932623336,2835.3867595782576
80,167.66823932623336,2835.3867595782576
81,167.66823932623336,2835.3867595782576
82,167.66823932623336,2835.3867595782576
83,167.66823932623336,2835.3867595782576
84,167.66823932623336,2835.3867595782576
85,167.66823932623336,2835.3867595782576
86,167.66823932623336,2835.3867595782576
