,AUs,kgPin/year
0,15.714285714285714,264.31492250611785
1,15.714285714285714,264.31492250611785
2,15.714285714285714,264.31492250611785
3,15.714285714285714,264.31492250611785
4,15.714285714285714,264.31492250611785
5,15.714285714285714,264.31492250611785
6,15.714285714285714,264.31492250611785
7,15.714285714285714,264.31492250611785
8,15.714285714285714,264.31492250611785
9,15.714285714285714,264.31492250611785
10,15.714285714285714,264.31492250611785
11,15.714285714285714,264.31492250611785
12,15.714285714285714,264.31492250611785
13,15.714285714285714,264.31492250611785
14,15.714285714285714,264.31492250611785
15,15.714285714285714,264.31492250611785
16,15.714285714285714,264.31492250611785
17,15.714285714285714,264.31492250611785
18,15.714285714285714,264.31492250611785
19,15.714285714285714,264.31492250611785
20,15.714285714285714,264.31492250611785
21,15.714285714285714,264.31492250611785
22,15.714285714285714,264.31492250611785
23,15.714285714285714,264.31492250611785
24,15.714285714285714,264.31492250611785
25,15.714285714285714,264.31492250611785
26,15.714285714285714,264.31492250611785
27,15.714285714285714,264.31492250611785
28,15.714285714285714,264.31492250611785
29,15.714285714285714,264.31492250611785
30,15.714285714285714,264.31492250611785
31,15.714285714285714,264.31492250611785
32,15.714285714285714,264.31492250611785
33,15.714285714285714,264.31492250611785
34,15.714285714285714,264.31492250611785
35,15.714285714285714,264.31492250611785
36,15.714285714285714,264.31492250611785
37,15.714285714285714,264.31492250611785
38,15.714285714285714,264.31492250611785
39,15.714285714285714,264.31492250611785
40,15.714285714285714,264.31492250611785
41,15.714285714285714,264.31492250611785
42,15.714285714285714,264.31492250611785
43,15.714285714285714,264.31492250611785
44,15.714285714285714,264.31492250611785
45,15.714285714285714,264.31492250611785
46,15.714285714285714,264.31492250611785
47,15.714285714285714,264.31492250611785
48,15.714285714285714,264.31492250611785
49,15.714285714285714,264.31492250611785
50,15.714285714285714,264.31492250611785
51,15.714285714285714,264.31492250611785
52,15.714285714285714,264.31492250611785
53,15.714285714285714,264.31492250611785
54,15.714285714285714,264.31492250611785
55,15.714285714285714,264.31492250611785
56,15.714285714285714,264.31492250611785
57,15.714285714285714,264.31492250611785
58,15.714285714285714,264.31492250611785
59,15.714285714285714,264.31492250611785
60,15.714285714285714,264.31492250611785
61,15.714285714285714,264.31492250611785
62,15.714285714285714,264.31492250611785
63,15.714285714285714,264.31492250611785
64,15.714285714285714,264.31492250611785
65,15.714285714285714,264.31492250611785
66,15.714285714285714,264.31492250611785
67,15.714285714285714,264.31492250611785
68,15.714285714285714,264.31492250611785
69,15.714285714285714,264.31492250611785
70,15.714285714285714,264.31492250611785
71,15.714285714285714,264.31492250611785
72,15.714285714285714,264.31492250611785
73,15.714285714285714,264.31492250611785
74,15.714285714285714,264.31492250611785
75,15.714285714285714,264.31492250611785
76,15.714285714285714,264.31492250611785
77,15.714285714285714,264.31492250611785
78,15.714285714285714,264.31492250611785
79,15.714285714285714,264.31492250611785
80,15.714285714285714,264.31492250611785
81,15.714285714285714,264.31492250611785
82,15.714285714285714,264.31492250611785
83,15.714285714285714,264.31492250611785
84,15.714285714285714,264.31492250611785
85,15.714285714285714,264.31492250611785
86,15.714285714285714,264.31492250611785
87,15.714285714285714,264.31492250611785
88,15.714285714285714,264.31492250611785
89,15.714285714285714,264.31492250611785
90,15.714285714285714,264.31492250611785
91,15.714285714285714,264.31492250611785
92,15.714285714285714,264.31492250611785
93,15.714285714285714,264.31492250611785
94,15.714285714285714,264.31492250611785
95,15.714285714285714,264.31492250611785
96,15.714285714285714,264.31492250611785
97,15.714285714285714,264.31492250611785
98,15.714285714285714,264.31492250611785
99,15.714285714285714,264.31492250611785
100,15.714285714285714,264.31492250611785
101,15.714285714285714,264.31492250611785
102,15.714285714285714,264.31492250611785
103,15.714285714285714,264.31492250611785
104,15.714285714285714,264.31492250611785
105,15.714285714285714,264.31492250611785
106,15.714285714285714,264.31492250611785
107,15.714285714285714,264.31492250611785
108,15.714285714285714,264.31492250611785
109,15.714285714285714,264.31492250611785
110,15.714285714285714,264.31492250611785
111,15.714285714285714,264.31492250611785
112,15.714285714285714,264.31492250611785
113,15.714285714285714,264.31492250611785
114,15.714285714285714,264.31492250611785
115,15.714285714285714,264.31492250611785
116,15.714285714285714,264.31492250611785
